,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,mobile,tag,shisiwu,date
3,14122506,2572194,555,6,2.0,116,一***,普陀区南溪园,领导好，我是来自于上海市普陀区曹杨七村南溪园的居民，主要反映两个问题：1、本小区内部运力和物资都十分紧缺，居委会工作人员总共六名，且大...,1649853754,101.88.86.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,政务,微信小程序,,,,,0,1,,,,,,,0,0,1649901754, 上海市,,,False,2022-04-13
4,14120382,5662973,1033,5,7.0,0,W***,加紧加快整个淮上区全部到处实现城市化,目前整个淮上区还存在很多土地，为此我特别提倡要立刻加紧加快整个淮上区全部到处实现城市化，把整个淮上区凡是存在的土地全部都要立刻满满填补并开发利用，并且在加紧加快整个淮上区全部到处实现城市化的过程中建议...,1649841769,114.106.25.*,已办理,已办理,未交办,0,0,蚌埠市委书记黄晓武,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1649951245, 安徽省 滁州市,,,False,2022-04-13
5,14117903,4616339,555,5,7.0,0,西***,上海发展谏言,疫情对上海上半年经济影响特别大，希望政府下半年拿出壮士断腕的精神发展经济，尤其是重大项目要加快实施，并启动新的一批项目。1、地铁、高速...,1649829091,223.70.164.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649843041, 北京市,,,False,2022-04-13
6,14115579,4121001,1029,1,7.0,0,欣***,新站高新区正荣商业还能不能动工 ,"尊敬的领导您好，
作为从上海回皖支援集成电路行业的技术人员，购房定居在新站职教城片区，我十分关心新站区的发展，现阶段新站区职教城片区商...",1649818245,36.33.40.*,待回复,待回复,未交办,0,0,合肥市委书记虞爱华,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649853723, 安徽省 合肥市,,,False,2022-04-13
7,14115051,6499805,555,5,7.0,116,陆***,防控建议,从上海现有的状况看，建议在做好现有疫情防控工作的同时，每天进行城市环境的大消杀，特别是对重点区域增加消杀次数，相信对消灭和阻断病毒的传...,1649816301,114.95.228.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649847414, 上海市,,,False,2022-04-13
8,14114683,1345157,567,1,7.0,0,巨***,巨野县合理合法的取得的宅基地不让盖房子,"尊敬的领导：
                  您好，我是菏泽市巨野县凤凰街道办事处一普通群众，父母含辛茹苦把我兄弟三人抚养成人，其中一个弟弟考上海...",1649814640,123.169.210.*,待回复,待回复,未交办,0,0,山东省委书记李干杰,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649919040, 山东省 菏泽市,,,False,2022-04-13
9,14114107,6499356,555,6,12.0,116,王***,生活求助,本人于三月来上海寻找工作。疫情突然爆发，为了自身安全，以及不给国家添乱，就近找了个旅馆居住，本以为能很快解封，但已经过去一个月了，现在...,1649812138,180.164.66.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1649831060, 上海市,,,False,2022-04-13
0,14113626,2184123,556,6,9.0,116,相***,询问补贴,我是一名来沪务工人员，在上海杨浦区阜新路257号上海一建搞建筑，我们...,1649809918,101.84.158.*,待回复,待回复,未交办,0,1,上海市市长龚正,求助,三农,客户端,,,,,0,1,,,,,,,0,0,1649854739, 上海市,,,False,2022-04-13
1,14113538,6498396,574,5,14.0,0,W***,关于建议湖南自考延期举行,尊敬的湖南省政府、湖南省教育厅及自考办领导：您好，当前新冠疫情形势严峻，涉及上海、福建、四川、浙江、江苏、广东等多个省市，对于本次在湖...,1649809244,218.205.55.*,已办理,已办理,未交办,0,0,湖南省省长毛伟明,建言,教育,微信小程序,,,,,0,1,,,,,,,0,0,1649842994, 浙江省 绍兴市,,,False,2022-04-13
2,14111250,2617032,3899,6,7.0,0,z***,农民工讨薪,位于李沧区东川公路与金水路国际院仕港上海宝冶建设集团，下面的分包上海...,1649772781,223.104.20.*,待回复,待回复,未交办,0,1,李沧区委书记,求助,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1649906467, 湖北省 武汉市,,,False,2022-04-12
3,14110730,6497671,555,9,12.0,116,D***,表扬上海市虹口区广中三村居委会,我是一名中国致公党党员，在本次上海封控筛查期间，我参与了所在小区——上海</labe...,1649769758,101.224.140.*,待回复,待回复,未交办,0,0,上海市委书记李强,感谢,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1649851155, 上海市,,,False,2022-04-12
4,14109315,6497031,2745,1,11.0,0,黑***(已注销),清水县,前两天看到县民政局对在上海务工的清水人发放了疫情补贴资金，但是我村从来没有向村民宣传表达此事，清水县红堡镇蔡湾村的微信群里很多人询问此...,1649761957,60.164.5.*,已办理,已一次评价,未交办,0,3,清水县委书记,咨询,就业,手机浏览器,,,,,0,1,,,1.6,1.0,3.0,1.0,0,0,1649851218, 甘肃省 兰州市,,,False,2022-04-12
5,14108950,6488369,557,6,11.0,0,W***,企业停产4个来月，癌症家庭困难重重,换个角度讲那家遇到这种闹心事都非常着急，已经4个来月了，单位还是没有任何复产的信息，在加上疫情搞得我非常焦虑，原因是我家小孩在上海看病...,1649759803,112.20.92.*,已办理,已办理,线上交办,0,0,江苏省委书记吴政隆,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649926820, 江苏省 南京市,,,False,2022-04-12
6,14108360,6496350,557,2,14.0,0,Z***,无学历教育资质，但仍开办学历教育课程,投诉上海恒*教育培训有限公司(后简称该机构)，本人于2019年11月28日在线下报名交钱，报名地址为南京市江宁区新城发展中心1栋2**...,1649756227,180.102.252.*,已办理,已办理,线上交办,0,0,江苏省委书记吴政隆,投诉,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649948118, 江苏省 苏州市,,,False,2022-04-12
7,14108007,1799127,1027,5,9.0,0,赤***,开启山地垦造耕地农光互补山区产业经济,在水库周边建老年公寓，引杭州、上海、南京、苏州、城市老人来赤羊旅游观光、休闲养生、避署、度假。,1649754675,183.151.68.*,已办理,已办理,未交办,0,0,丽水市委书记胡海峰,建言,三农,PC浏览器,,,,,0,1,,,,,,,0,0,1649840972, 浙江省 丽水市,,,False,2022-04-12
8,14107944,5049785,2827,6,14.0,0,李***,关于妈湾十九单元学校问题。,因本人全家从上海搬迁至深圳，目前在深圳仅此唯一房产，且家中有2孩，其1即将上小学。在非所购房产小区之外想要租房就读公立学校实在困难重重...,1649754337,183.46.195.*,办理中,待回复,线上交办,0,0,南山区委书记,求助,教育,客户端,,,,,0,1,,,,,,,0,0,1649899964, 广东省 汕头市,,,False,2022-04-12
9,14107768,4778840,4181,5,20.0,0,q***,建议桐庐农商银行设立上海青浦支行,三通一达总部目前在上海青浦，桐庐农商行不能跨区域开展业务。不过目前桐庐农商行注册资本金已经突破5亿元门槛，超过银保监会的《农村中小银行...,1649753487,111.3.214.*,已办理,已一次评价,未交办,0,0,桐庐县委书记,建言,金融,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1649853683, 浙江省 绍兴市,,,False,2022-04-12
0,14104727,4612201,1326,5,14.0,0,W***,上海交大学校什么时候开班,我是恒大文化旅游城四地块的业主，当初花一万多买这个房子是为了小孩能上上海交大的学校，现在小孩几月份读一年级了，学校还没着落，去教育局问...,1649739064,111.121.85.*,待回复,待回复,未交办,0,0,贵阳市市长马宁宇,建言,教育,微信小程序,,,,,0,1,,,,,,,0,0,1649836565, 贵州省 贵阳市,,,False,2022-04-12
1,14103773,2158767,555,6,2.0,116,p***,给上海市封闭抗疫配药难的求助建议！,"给上海市封闭抗疫配药难的求助建议！
1.目前许多居委会焦头烂额，只配有一辆助动车，确实没有能力跑比较远的医院帮居民配药，而小区志愿者很...",1649734348,101.88.137.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1649769596, 上海市,,,False,2022-04-12
2,14102897,6454626,967,1,11.0,0,a***,咨询补贴,我于2022年3月21日起在上海市浦东新区北蔡镇4567弄莲康苑参与封闭小区防疫工作已近一月，想咨询一下有没有防疫补贴。,1649731161,39.144.44.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,咨询,就业,客户端,,,,,0,1,,,,,,,0,0,1649769596, 北京市,,,False,2022-04-12
3,14102742,1528953,944,2,4.0,0,刘***,上海小度技术有限公司不守信用，不兑现承诺,上海小度技术有限公司3月底开展小度创世数字藏品促销活动，承诺消费者推广500人，免费空投故宫博物院数字藏品《听琴图》。,1649730602,219.146.86.*,已办理,已办理,未交办,0,0,黄浦区区长沈山州,投诉,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649769596, 山东省 青岛市,,,False,2022-04-12
4,14100877,2379034,555,5,12.0,0,勇***,抗疫建言,只有没有流动，才能阻断感染源， 6：封控必须做好准备，建立网格员群，对于市民的生活必需品，在群里和网格员沟通，然后由志愿者进行投送，有病就医的，要有负责的网格员沟通120，确保有病可医，如果做到，15...,1649722273,39.144.100.*,已办理,已一次评价,未交办,0,0,上海市委书记李强,建言,医疗,客户端,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1649768629, 北京市,,,False,2022-04-12
5,14099944,6489061,2745,6,20.0,0,南***,求助,尊重的县委领导：我是在上海打工的农民工，听到咱们县委关心我们这些打工人，专门动用救助备用金给一些困难户，所以就赶紧打电话联系问了家里，...,1649710732,61.170.208.*,已办理,已办理,未交办,0,2,清水县委书记,求助,金融,手机浏览器,,,,,0,1,,,,,,,0,0,1649901274, 上海市,,,False,2022-04-11
6,14099774,6491419,2494,1,11.0,0,我***,在上海务工的淮滨人是否有单位帮扶保障？,最近疫情形势严峻，不仅上海，包括我们淮滨都在积极防控。我们淮滨是上海...,1649697722,123.4.229.*,已办理,已办理,未交办,0,0,淮滨县委书记,咨询,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1649819416, 河南省 信阳市,,,False,2022-04-11
7,14099762,3874106,555,6,4.0,0,那***,拖欠资金,上海**文化传播有限公司李*宏未按时间期限归还我2.5万人民币，把我电话微信都拉黑了。希望领导能给帮忙解决一下。,1649697371,183.197.233.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1649726942, 河北省 石家庄市,,,False,2022-04-11
8,14097634,6490296,2745,1,11.0,0,何***,咨询,尊敬的县领导您好：我是一名在上海务工的青年农民工，听说县上针对在上海...,1649681979,180.95.131.*,已办理,已办理,未交办,0,0,清水县委书记,咨询,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1649815762, 甘肃省 兰州市,,,False,2022-04-11
9,14095535,6488033,968,1,6.0,116,W***,上海浦东机场坐飞机,"家里孩子20号要出国上学去，从南京要到上海浦东机场坐飞机出国。现在私家车能开到机场送人吗？需要提前办理什么手续或申报？
如果坐高铁到了...",1649668908,58.213.28.*,待回复,待回复,未交办,0,0,浦东新区区长杭迎伟,咨询,交通,客户端,,,,,0,1,,,,,,,0,0,1649725512, 江苏省 南京市,,,False,2022-04-11
0,14095466,6314907,985,6,12.0,0,W***,孩子生病治疗费用已经超过60万寻求政府救助,尊敬的领导您好，本人孩子自上年患“慢性活动性eb病毒感染”以来，先后在徐州儿童医院、上海复旦儿科、北京京都儿童医院治疗，2021年住院...,1649668588,120.245.112.*,已办理,已办理,线上交办,0,0,徐州市委书记,求助,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649776747, 北京市,,,False,2022-04-11
1,14094819,6488504,555,6,14.0,0,芳***,上海平安智慧教育科技有限公司,投诉上海平安智慧教育科技有限公司旗下的平安好学成人英语在线教育诱导报课，教学质量差，霸王条款拒不退费的行为，请求解约赔偿！,1649665892,14.123.224.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649726942, 广东省 广州市,,,False,2022-04-11
2,14092954,3138930,760,1,7.0,0,q***,经二路北端瀛海家园畅园东侧空地有何安排,如果连上海燕春秋的空地就空地更大了。目前该处只是简单种了几棵树，是否可以平整后给周边居民安些健身器材呢？,1649657839,222.249.237.*,已办理,已办理,线下交办,0,1,大兴区区长刘学亮,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649738922, 北京市,,,False,2022-04-11
3,14092308,6487047,953,9,7.0,116,i***,一封来自长寿街道大上海城市花园二胎妈妈的感谢,表达在疫情期间对长寿街道大上海城市花园居委的感谢，帮助我寻找到丢失的宝宝奶粉，特此感谢居委主任朱**以及居委委员石**，谢谢,1649654571,124.78.41.*,已办理,已办理,未交办,0,0,普陀区委书记姜冬冬,感谢,城建,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649726942, 上海市,,,False,2022-04-11
4,14092298,6486984,555,2,4.0,0,湖***,投诉,并告知了拼多多平台所在地上海市长宁区市场监管局，但没有被处理。导致该商家一直在拼多多平台销售三无产品。,1649654518,223.155.173.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,企业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649727100, 湖南省 岳阳市,,,False,2022-04-11
5,14091377,6486435,746,6,12.0,0,雷***,办理医保转出但系统无法打印医保参保凭证 ,领导您好，我于2015—2017年北京参保，现于上海工作，需要转移社保，登录北京市社会保险网上服务平台，进入网页点击无任何反应，换了电...,1649650032,106.8.70.*,已办理,已办理,未交办,0,0,丰台区区长初军威,求助,医疗,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649757786, 河北省 廊坊市,,,False,2022-04-11
6,14091060,6486378,5069,5,,116,Z***,关于疫情防控常态化的一点建议,由于奥密克戎毒株极强的传染能力，最近疫情防控形势极为严峻，尤其是上海，深圳，广州等特大城市人口密集，一旦出现本土疫情传播速度极快。且这...,1649648762,49.93.166.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1649668674, 江苏省 南京市,,,False,2022-04-11
7,14090783,6485843,957,2,14.0,0,l***,投诉上海高顿教育科技有限公司霸王合同退款缓慢,尊敬的领导，您好！我于2021年7月9日购买了高顿财经的acca网课ACCA Mpacc直通计划（澳洲），于今年3月初申请退款但是进度十分缓慢，由于我身处国外，高顿澳洲分公司人员的服务非常随意，不予更...,1649647582,120.159.188.*,待回复,待回复,未交办,0,1,虹口区委书记郭芳,投诉,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649726942,热心网友,,,False,2022-04-11
8,14090214,6485875,1038,5,2.0,116,Z***,新形势下的新冠疫情防控建议,本次的上海奥密克戎疫情的爆发提醒人们，发现病例时的疫情扩散程度决定着接下来防控的难度。疫情扩散程度与防控难度呈指数型正相关。这次变异株...,1649645532,60.174.162.*,已办理,已办理,未交办,0,0,马鞍山市市长袁方,建言,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1649725512, 安徽省 马鞍山市,,,False,2022-04-11
9,14090096,6467746,2827,2,14.0,0,g***,成人培训机构广告宣传与实际情况不符,对该公司广告宣传与实际情况不符的行为予以惩戒事件经过：深圳市世纪卓越管理咨询有限公司总经理助理余晓君向本人销售CPSM采购供应链培训课程过程中，宣称该公司在全国有若干CPSM课程授课地点（深圳、武汉、...,1649644966,182.140.153.*,办理中,待回复,线上交办,0,0,南山区委书记,投诉,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649745064, 四川省 成都市,,,False,2022-04-11
0,14089742,3298043,555,5,2.0,116,Z***,关于上海防疫的建议（先行重点应对外围5区）,尊敬的市领导和市卫健委领导你们好：看到我们上海疫情目前还处于高发期，我也不停的在想办法，也提了其它意见，也报名参加了志愿者。希望为抗击...,1649643521,36.18.38.*,已办理,已一次评价,未交办,0,2,上海市委书记李强,建言,政务,PC浏览器,,,,,0,1,1.0,,3.6667,5.0,5.0,1.0,0,1,1649725512, 浙江省 杭州市,,,False,2022-04-11
1,14087822,5438809,2745,2,2.0,0,清***,投诉,本人为红堡镇小泉村村名，现投诉小泉村村干部在村务问题上不公开，不透明，这次政府对上海务人员零时补助下来后，竟然是通过其他渠道曝光才知道...,1649632382,223.104.212.*,已办理,已一次评价,未交办,0,2,清水县委书记,投诉,政务,客户端,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1649852519, 北京市,,,False,2022-04-10
2,14087204,4629728,545,5,12.0,0,晓***,关于推行“核酸码”的建议,在经历了上一轮太原市尖草坪区防控，以及此轮疫情，综合看天津、上海的经验。希望可以依托类似“三晋通”的政府类app设置“核酸码”，更高效...,1649612817,120.208.98.*,待回复,待回复,未交办,0,0,山西省委书记林武,建言,医疗,客户端,,,,,0,1,,,,,,,0,0,1649768629, 山西省 长治市,,,False,2022-04-10
3,14086413,6484316,5194,2,11.0,0,W***,领导吞了员工工资跑路了,10000元，而且2个月过去了联系不上人，跑路了，原公司在钱塘区驿淘数字创新园1210，后面不发工资公司都搬空了，联系不上，负责人张*鹏电话1735577****，微信（微冷）也把我屏蔽了，我们对接的...,1649602071,115.206.17.*,已办理,已办理,未交办,0,0,钱塘区委书记,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649748405, 浙江省 杭州市,,,False,2022-04-10
4,14086153,4461521,555,5,13.0,116,X***,小区电商团购,我是上海市奉贤区南桥镇运河新村小区电商团购团长。我希望政府想一个办法让每个小区做为团长的开通，顾客在我们这边买东西，买好之后，就放在小...,1649600425,223.104.211.*,待回复,待回复,未交办,0,0,上海市委书记李强,建言,环保,手机浏览器,,,,,0,1,,,,,,,0,0,1649642084, 北京市,,,False,2022-04-10
5,14085819,2379034,555,5,12.0,116,勇***,从吉林抗疫，为上海提点建议,对轻微小区，可以二十混一，严重一些的十混一，特殊严重的单人单管进行，既节约资源，也能推进速度，对于前台医生护士，做核酸的时候，必须消好毒，不能把上一个人的病毒，传染给下一个人，追求效率的同时更要保证质...,1649598399,39.144.100.*,已办理,已一次评价,未交办,0,2,上海市委书记李强,建言,医疗,客户端,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1649642084, 北京市,,,False,2022-04-10
6,14083640,2587020,549,5,10.0,0,Z***,坚决制止普兰店区站前广场聚集跳广场舞问题。,目前防控疫情形势依然是特别严峻，这些老年人竟然聚集在一起跳舞，给防控疫情带来很大的隐患，吉林省上海市等其他地方正在为防控疫情在拼搏在战...,1649582577,36.129.31.*,已办理,已办理,线下交办,0,0,辽宁省委书记张国清,建言,文娱,PC浏览器,,,,,0,1,,,,,,,0,0,1649768629, 北京市,,,False,2022-04-10
7,14081082,6481580,3477,1,14.0,0,W***,大连金地城公寓能上海事附么？享受指标到校么？,"各位领导及相关负责人，您好：

近期因一直在考虑家中孩子上学入学问题，也查询到由家村附近大连金地城项目有大连海事附校分校的建设规划，关于其中公寓产品是否能<label style='color:red...",1649564795,223.104.237.*,已办理,已一次评价,未交办,0,0,甘井子区委书记,咨询,教育,PC浏览器,,,,,0,1,,,4.0,4.0,4.0,4.0,0,0,1649668293, 北京市,,,False,2022-04-10
8,14080990,5060642,947,6,2.0,0,W***,徐汇长桥街道生活保障,上海徐汇长桥街道，我们是老小区，很多独居老人、低收入人群，不少人没有智能手机抢菜，药也买不到。一对八十岁的老夫妻在群里说他们的高血压药...,1649564174,139.227.86.*,待回复,待回复,未交办,0,0,徐汇区委书记曹立强,求助,政务,微信小程序,,,,,0,1,,,,,,,0,0,1649583884, 上海市,,,False,2022-04-10
9,14080369,6481286,555,6,12.0,116,Z***,母婴用品急需,上海发布中的爱他美奶粉，偏远地区不配送，实体店叫不到闪送，母婴群也抢不到，抢到了也很难叫闪送。,1649560399,39.144.105.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1649583884, 北京市,,,False,2022-04-10
0,14080248,5618234,1050,5,12.0,0,天***,建议阜阳市借鉴上海广州防疫政策，分级分类防控,建议阜阳市借鉴上海、广州防疫政策，分级分类防控。阜阳市静态管理已有五六天之久，今天进行第四次核检，对生活多有不便。,1649559690,114.101.13.*,已办理,已办理,未交办,0,1,阜阳市市长刘玉杰,建言,医疗,客户端,,,,,0,1,,,,,,,0,0,1649668293, 安徽省 蚌埠市,,,False,2022-04-10
1,14080025,4462569,951,6,2.0,116,H***,上海华纺小区能不能发点菜？自己团购太难了,上海静安区华纺小区能不能发点菜？目前业主们自己组织团购太难了！谢谢啦！你们也辛苦啦！一起加油！抗疫必胜！谢谢！,1649558461,114.96.173.*,待回复,待回复,未交办,0,1,静安区委书记于勇,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1649583884, 安徽省 合肥市,,,False,2022-04-10
2,14079608,6480878,1395,6,2.0,0,小***,为什么我没有补助,各位领导，你们好，我是甘肃省天水市清水县人，我在上海打工，因受疫情影响，我在上海</...,1649555857,114.85.128.*,已办理,已办理,未交办,0,0,天水市委书记张永霞,求助,政务,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649768629, 上海市,,,False,2022-04-10
3,14079374,6480806,556,5,2.0,0,沧***,关于上海疫情期间，民生保障的一点建议,关于上海疫情期间，民生保障的一点建议：政府集中统一调配配送作为基本保障+网上买菜配送作为补充尊敬的<label style='colo...,1649554373,120.202.35.*,已办理,已办理,未交办,0,1,上海市市长龚正,建言,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1649583884, 湖北省 武汉市,,,False,2022-04-10
4,14079113,2700685,556,6,12.0,116,E***,防肺栓塞紧急求药,"背景：孩子独自在上海，4月2日突发下肢深静脉血栓形成，15天内危险期，血栓脱落容易引起肺栓塞导致死亡。
4月6日大夫给开的7天药物到1...",1649552803,36.112.186.*,待回复,待回复,未交办,0,0,上海市市长龚正,求助,医疗,客户端,,,,,0,1,,,,,,,0,0,1649583791, 浙江省 杭州市,,,False,2022-04-10
5,14078846,6480582,555,5,9.0,116,小***,防疫物资配送,1 从外地运输物资时，提前在运输地把所有货品进行分类组合打包（老百姓能接受的价格之内）多种蔬菜打包好在装车，来到上海直接分发，简单方便...,1649550834,111.34.133.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,三农,手机浏览器,,,,,0,1,,,,,,,0,0,1649583884, 山东省 济南市,,,False,2022-04-10
6,14078729,3741146,2745,1,2.0,0,平***,咨询,尊敬的县领导，我是上海打工的农民工，上海建方仓医院，我也积极报名参加...,1649550030,114.85.147.*,已办理,已办理,未交办,0,0,清水县委书记,咨询,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1649664494, 上海市,,,False,2022-04-10
7,14078284,3423161,567,5,6.0,0,砀***,淮砀荷城际高铁规划(沪太高铁安徽段),这样一来聊城菏泽人民就可以通过淮砀荷、淮宿蚌城际快速的直达南京上海了、相比走商合杭更具优势！通过线路比对沪太高铁从徐州到<label ...,1649545401,36.59.8.*,待回复,待回复,未交办,0,0,山东省委书记李干杰,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1649668438, 安徽省 合肥市,,,False,2022-04-09
8,14077991,6480368,556,5,12.0,116,为***,上海疫情严重给两点建议，出一点力。,"尊敬的上海市长龚正:   您好！
     上海疫情严重牵动着全国人...",1649539178,120.229.77.*,已办理,已办理,未交办,0,0,上海市市长龚正,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1649550705,热心网友,,,False,2022-04-09
9,14076749,6174927,4732,6,11.0,0,g***,雄东施工单位拖欠职工工资，导致无法生活。,领导好：我是北京*鼎装饰公司的现场管理人员高*，公司承接了雄东上海宝冶的项目，我从2021年8月至2022年1月一直在工地上工作。...,1649514201,101.72.126.*,待回复,待回复,未交办,0,0,雄安新区党工委书记张国华,求助,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1649664629, 河北省,,,False,2022-04-09
0,14076109,4678417,1091,2,7.0,0,s***,工地噪音,我这边是溶江新区出口加工区小区，上海建工，晚上加班通宵，噪音太大，影响我们休息，离我小区不到100米，我是一个农民工，白天也在工地上干...,1649509954,117.165.41.*,已办理,已办理,未交办,0,0,赣州市委书记吴忠琼,投诉,城建,客户端,,,,,0,1,,,,,,,0,0,1649855945, 北京市,,,False,2022-04-09
1,14075666,6478676,555,5,12.0,116,科***,关于上海物资调运,供沪物资尽量用集装箱运输到上海市周边城市，直接将集装箱换一台车运输进上海</labe...,1649506937,112.97.86.*,已办理,已一次评价,未交办,0,0,上海市委书记李强,建言,医疗,手机浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1649514160, 广东省 深圳市,,,False,2022-04-09
2,14075103,6478987,1009,6,11.0,0,1***,不按合同给员工交社保,本人于2021年10月11日入职上海族栗企业管理有限公司，门店位于鄞州区东岸里广场盒马鲜生超市内，公司从未按合同规定给宁波地区的员工交...,1649503126,39.189.35.*,已办理,已办理,未交办,0,0,宁波市委书记彭佳学,求助,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1649664629, 浙江省 宁波市,,,False,2022-04-09
3,14074648,2901652,1036,1,6.0,0,W***,淮南火车站站牌,反观上海，济南，兰州，西安等城市火车站均为书法字体,1649499741,223.245.193.*,办理中,待回复,线下交办,0,1,淮南市市长张孝成,咨询,交通,微信小程序,,,,,0,1,,,,,,,0,0,1649583244, 安徽省 合肥市,,,False,2022-04-09
4,14074642,6381495,555,5,2.0,116,Z***,运力不足请优先启用全市公交车驾驶员等,目前上海最难的是老百姓购买不到物资产生了恐慌！既然有那么多地方说不是没有物资，而是缺乏运力，为何不先让公交车驾驶员先顶上来增加运力？还...,1649499682,39.144.45.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1649514160, 北京市,,,False,2022-04-09
5,14074421,3712707,2060,1,7.0,0,宋***,亲水苑改造,上海西路亲水苑小区有没有旧城改造计划，这小区已经20来年了，外立面，居住体验都很不如意了。整体形象与周边都不匹配。如果有改造计划，请说...,1649497980,111.113.175.*,已办理,已办理,未交办,0,0,金凤区委书记,咨询,城建,客户端,,,,,0,1,,,,,,,0,0,1649583464, 宁夏回族自治区 银川市,,,False,2022-04-09
6,14074171,2709527,1205,6,2.0,0,f***,困难求助,本人唐**，男，现年55岁，永定区合作桥乡高万村人，由于家境不好，又是属于国家建档立卡户，本人为早日摆脱家境困难，为早日减轻国家负担，于2022年3月28日受老乡介绍来到<label style='c...,1649496233,101.84.164.*,已办理,已办理,线下交办,0,0,张家界市委书记刘革安,求助,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649642316, 上海市,,,False,2022-04-09
7,14073990,6478481,555,5,12.0,116,c***,加强对核酸检测人群秩序的管理,目前，上海核酸检测时，要求人们相隔2米距离。而实际检测中，由于没有强有力的监管，有的地方人们之间距离很近，这无疑会加剧病毒的传播。管理...,1649495029,183.210.108.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1649513853, 江苏省 扬州市,,,False,2022-04-09
8,14072664,6477977,1135,6,7.0,0,W***,经开区住宅，交房2年临电无暖气，监管资金为0,绿地集团是上海市国有控股特大型企业集团，绿地集团河南经开区项目绿地澜庭二期三期交房快3年，截至今日，小区还是临时电无暖气，小区达不到交...,1649486498,39.162.151.*,办理中,待回复,线下交办,0,0,郑州市委书记安伟,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649580829, 北京市,,,False,2022-04-09
