,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
9,12696949,5615911,1691,1,9.0,0,当***,返乡问题,领导你好  想咨询下，家住定兴农村，在北京朝阳上班居住，因北京朝阳，房山，丰台均有疫情出现，但是像朝阳这些地区面积是非常大的，没有居住在隔离</lab...,1642657636,124.14.224.*,已办理,已办理,线下交办,0,0,定兴县委书记,咨询,三农,PC浏览器,,,,,0,1,,,,,,,0,0,1642836786, 北京市,False,2022-01-20
0,12696730,5376916,4705,1,2.0,0,正***,返乡防疫,领导好，我这边是西安新城区务工人员，近期返乡回来兰州新区，咨询当地政策要居家隔离14天，我在西安新城区是低风险区，12.22--1.2...,1642656228,113.132.168.*,已办理,已办理,未交办,0,0,兰州新区党工委书记,咨询,政务,客户端,,,,,0,1,,,,,,,0,0,1642836786, 陕西省 西安市,False,2022-01-20
1,12696197,5615674,2331,1,2.0,0,T***,疫情返乡政策,"现在想过年回颍上，想咨询一下：
1.如果返乡，需要提供何种材料；
2.返乡之后，适用何种防疫政策，是否需要居家隔离或集中<label ...",1642653138,111.32.86.*,已办理,已办理,未交办,0,0,颍上县委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642836786, 北京市,False,2022-01-20
2,12696099,5615593,1367,1,6.0,0,W***,返乡,请问从深圳低风险地区做高铁回西安时，列车会途径河南，此情况下回到西安是执行怎样的隔离政策？,1642652666,117.136.21.*,待回复,待回复,未交办,0,0,西安市委书记方红卫,咨询,交通,微信小程序,,,,,0,1,,,,,,,0,0,1642735211, 江西省 南昌市,False,2022-01-20
3,12695945,5615517,3369,1,12.0,0,小***,隔离政策改变是否可以申请提前结束隔离,本人于2022年1月14日（带48小时核酸检测，双绿码）返佳，由于出发地有疫情中风险地区，所以抵佳后直接集中隔离，集中<label s...,1642651798,112.98.76.*,已办理,已办理,未交办,0,0,前进区委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1642819444, 黑龙江省 佳木斯市,False,2022-01-20
4,12695871,5591673,581,6,1.0,0,W***,西安大学生回南川,我们在西安已经隔离了20多天，做了核酸12轮，且所处区域一直为低风险区域，16号回来又做了3轮，现在西安人都可以随便走动了，为什么还要...,1642651472,106.91.216.*,已办理,已办理,线上交办,0,0,重庆市委书记陈敏尔,求助,治安,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642819444, 重庆市,False,2022-01-20
5,12695822,4627979,571,1,2.0,0,农***,关于疫情防控政策落实的若干咨询,应书记你好，我是黄冈浠水县骑龙地村村民，关于天津市低风险区域能不能返乡有诸多疑问，打电话问过黄州市，黄州市说管控区域不能返乡回来集中隔离</label...,1642651234,14.150.72.*,待回复,待回复,未交办,0,0,湖北省委书记应勇,咨询,政务,微信小程序,,,,,0,1,,,,,,,0,0,1642819444, 广东省 广州市,False,2022-01-20
6,12695453,1719113,2226,1,1.0,0,o***,疫情防控咨询,工作人员您好，打算要从深圳回来，想咨询一下目前回京山在疫情防控方面有什么需要注意的嘛，需不需要核酸检测或者隔离之类的？,1642649498,113.57.246.*,已办理,已办理,未交办,0,0,京山市委书记,咨询,治安,客户端,,,,,0,1,,,,,,,0,0,1642819444, 湖北省 武汉市,False,2022-01-20
7,12695074,5615068,2486,1,12.0,0,h***,咨询郑州经开区返乡政策,我近期准备从郑州经开区返回虞城县，郑州经开区于低风险区域，需不需要隔离？电话咨询以及查询政策，说法不一致，请明确告知：我这种情况是居家...,1642647689,61.158.146.*,已办理,已办理,未交办,0,0,虞城县委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1642735211, 河南省 开封市,False,2022-01-20
8,12694799,4689344,1984,1,6.0,0,W***,河北邢台低风险区返回武功 请问采取何种防控,我是在外务工人员，因离职需要近期返武，为避免在西安换乘引发不必要的风险，拟乘高铁从邢台出发至杨凌南下车，请问需办理何手续，返武后需执行何种隔离</la...,1642646262,183.196.160.*,已办理,已办理,未交办,0,0,武功县委书记,咨询,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1642735211, 河北省 秦皇岛市,False,2022-01-20
9,12694418,3195060,2475,6,12.0,133,W***,上海回镇平隔离问题,领导你好家在镇平在上海打工过年22号回镇平行程码带星但没去过中高风险地区回村里早集中隔离还是居家<label style='color...,1642644483,114.85.246.*,已办理,已办理,线下交办,0,0,镇平县委书记,求助,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1642753088, 上海市,False,2022-01-20
0,12693990,5581369,1681,6,2.0,0,x***,入境人员集中隔离28天的居家隔离,领导好，我于12月31日于上海入境，在上海集中隔离14天后，于1月16日返回家乡邢台信都区。信都区要求继续集中<label style...,1642642603,60.6.202.*,已办理,已办理,未交办,0,0,信都区委书记,求助,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642901523, 河北省 邢台市,False,2022-01-20
1,12693892,5614453,3275,6,7.0,0,W***,新松茂樾山三期11号楼物业美家时代欺压业主,从延期入户，到现在收到房子各种问题，先签字才给钥匙，卖房时说的公共娱乐休闲区，现在没有，隔离层变成了复式住房，室内没有给水给电就要求签...,1642642157,59.36.211.*,已办理,已办理,未交办,0,0,香坊区委书记,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642814685, 广东省 江门市,False,2022-01-20
2,12693827,5614378,575,6,1.0,0,哞***,能否居家隔离,作为入境人员，我们理解集中隔离要求并严格遵守防疫措施。我们非常担心长时间在外隔离</...,1642641785,119.8.177.*,待回复,待回复,未交办,0,0,广东省委书记李希,求助,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1642753088, 广西壮族自治区 柳州市,False,2022-01-20
3,12693752,4256504,1117,1,12.0,0,石***,疫情返乡政策咨询,"尊敬的领导：
       我目前在甘肃天水这边一直是低风险区域，过年回济宁需要隔离吗，具体咱们现在执行什么政策啊？",1642641279,42.89.110.*,已办理,已办理,未交办,0,0,济宁市委书记林红玉,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642819444, 甘肃省 兰州市,False,2022-01-20
4,12693519,5614403,1135,5,2.0,116,Z***,核酸检测,建议郑州政府要求各单位每个月至少做两次核酸检测，早发现早隔离。实现自己采集送检,1642639873,123.149.78.*,待回复,待回复,未交办,0,0,郑州市委书记安伟,建言,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1642734456, 河南省 郑州市,False,2022-01-20
5,12693466,2504370,567,6,4.0,0,W***,请求莒县青峰岭水库管理处支付工程款,尊敬的书记您好：我是莒县青峰岭水库生态湿地隔离堤测绘项目负责人。我司正规合法招标程序中标，标的3417000元。,1642639321,123.233.185.*,已办理,已办理,未交办,0,0,山东省委书记李干杰,求助,企业,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1642819444, 山东省 济南市,False,2022-01-20
6,12692249,5613987,3516,6,12.0,0,硕***,西安大学生返乡,由于临近过年回家心切再加上西安正在实行大学生返乡政策，想回大榆树堡镇岔路沟村，但是由于我们学校的位置是之前由雁塔区改为高新区的，但是手机地图上显示的还是雁塔区，所以镇上认为我是在雁塔区不建议返乡，或者...,1642613088,113.132.175.*,已办理,已一次评价,未交办,0,0,义县县委书记,求助,医疗,手机浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1642933048, 陕西省 西安市,False,2022-01-19
7,12692197,5613960,4645,6,12.0,0,w***,现隔离酒店无窗,个人按照政府政策，已经隔离21天，因从天津隔离过来需继续<label...,1642611719,223.104.68.*,待回复,待回复,未交办,0,0,龙华区委书记,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1642819209, 北京市,False,2022-01-19
8,12691910,5612933,3615,1,12.0,0,W***,有关于防疫政策问题咨询,根据“国家政务服务平台”网页，可见下1图2图，即广东深圳市龙岗区的中高风险为图1与图2中所示的两处地点，为何覃塘区五里镇政府，一听到是深圳龙岗区回乡的就要求集中<label style='color:...,1642607282,113.118.116.*,已办理,已办理,线下交办,0,0,覃塘区委书记,咨询,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642819209, 广东省 深圳市,False,2022-01-19
9,12691908,5613801,4675,1,6.0,0,梓***,返乡,需要隔离吗？是居家还是集中？居家隔离期间可以去医院看病吗？,1642607250,111.33.244.*,已办理,已办理,未交办,0,1,新蔡县县长李勇,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642735497, 北京市,False,2022-01-19
0,12691857,2707306,1853,1,5.0,0,d***,各位领导好,我在广东省中山市横栏镇做事，现在春节了，我计划在本月22号回老家过春节，现在不知道我们那里要不要集中隔离，我们现在这里核酸检测了几次都...,1642606654,120.87.214.*,已办理,已办理,线下交办,0,0,嘉陵区委书记,咨询,旅游,手机浏览器,,,,,0,1,,,,,,,0,0,1642819209, 广东省 中山市,False,2022-01-19
1,12691741,3800523,1977,5,7.0,0,W***,对眉县县城发展的一点建议,美阳街和平阳街这两条道路都是眉县的主街，眉县对外的门面，这两条街道的路灯非常老旧严重影响眉县的影响，希望能够全部更换莲花路灯或者仿古路灯，并且不要只开一半路灯提升人民群众出行的幸福感，在街道多安装礼让...,1642605737,117.23.242.*,已办理,已办理,未交办,0,0,眉县县委书记,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1642734456, 陕西省 宝鸡市,False,2022-01-19
2,12691666,5613570,2319,6,12.0,0,l***,境外回国隔离政策咨询,了解到入境后前两周可以选择在上海隔离14天，也可上海隔离3天后回安徽...,1642605118,37.60.108.*,已办理,已办理,未交办,0,0,明光市委书记,求助,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642819209,热心网友,False,2022-01-19
3,12691663,3162059,4091,1,12.0,0,修***,杭州余杭区闲林回邳州需要集中隔离吗,领导你好，请问杭州余杭区闲林这边回老家邳州过年需要集中隔离吗,1642605111,39.183.94.*,已办理,已办理,未交办,0,0,邳州市委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1642819209, 浙江省,False,2022-01-19
4,12691569,5613518,2780,1,2.0,0,帅***,西安灞桥区低风险区返乡为啥还要居家隔离？,书记你好：我打电话问了下得居家隔离，我有离市证明，48小时核酸，网上查了下低风险地区返乡不需要居家<label style='colo...,1642604598,106.44.132.*,已办理,已办理,线下交办,0,0,镇原县委书记,咨询,政务,客户端,,,,,0,1,,,,,,,0,0,1642819209, 湖南省 长沙市,False,2022-01-19
5,12691491,5174212,3827,1,1.0,0,Z***,过年回平遥必须要居家隔离7天吗？,我在乌鲁木齐，中低风险，近半年没有病例，村上说回去就要居家隔离7天，因为单位只放7天假，所以想证实一下，确实要<label style...,1642604128,117.136.26.*,已办理,已办理,未交办,0,0,平遥县委书记,咨询,治安,微信小程序,,,,,0,1,,,,,,,0,0,1642734456, 新疆维吾尔自治区 乌鲁木齐市,False,2022-01-19
6,12691481,1853852,1899,1,12.0,0,A***,咨询您一些平昌现在的防疫政策？,因疫情已经两年没有回家和老人孩子团聚了，今年春节准备回家和家人团聚，然而多方打听现今疫情防控政策，得到的答复都是含糊不清且各自不同，平昌防疫办公室给的答复是不用<label style='color:...,1642604061,112.97.63.*,已办理,已办理,线下交办,0,0,平昌县委书记,咨询,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1642734456, 广东省 深圳市,False,2022-01-19
7,12691397,5613454,1396,2,12.0,0,1***,隔离,领导好，想对秦州区南苑山庄作为隔离点提点意见，卫生条件严重不达标，准确的说没人打扫过，像是进了废旧了很久的屋子，既然<label st...,1642603531,223.104.56.*,已办理,已办理,线上交办,0,0,天水市市长王国先,投诉,医疗,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1642855395, 北京市,False,2022-01-19
8,12691271,5613457,2475,1,12.0,133,W***,从疫情关联地区返乡需要集中隔离吗？,从疫情关联地区返乡需要集中隔离吗？需要的话怎么收费？,1642602724,117.136.106.*,已办理,已一次评价,线下交办,0,0,镇平县委书记,咨询,医疗,微信小程序,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1642752793, 北京市,False,2022-01-19
9,12690772,1151356,2031,1,6.0,0,神***,年前从北京回神木需要隔离吗？,年前从北京回神木需要隔离吗？是居家隔离还是酒店<label styl...,1642600049,111.19.112.*,已办理,已办理,未交办,0,0,神木县委书记,咨询,交通,微信小程序,,,,,0,1,,,,,,,0,0,1642734456, 陕西省,False,2022-01-19
0,12690659,5344263,1673,1,12.0,0,阳***,从北京回老家巨鹿用隔离吗,想问一下从北京回老家用隔离吗   我从北京朝阳区三元桥回老家用隔离吗...,1642599319,223.104.102.*,已办理,已一次评价,未交办,0,0,巨鹿县委书记,咨询,医疗,客户端,,,,,0,1,,,1.0,1.0,1.0,1.0,0,0,1642734456, 北京市,False,2022-01-19
1,12689880,5612777,1151,1,12.0,0,A***,直辖市返乡政策咨询,我是在上海就读的研究生，现在过年准备返乡，但疫情期间隔离政策时时变动，想确切的咨询下上海市低风险区（闵行区）返乡是什么政策？是否需要集...,1642595159,222.66.117.*,已办理,已办理,线下交办,0,0,濮阳市委书记杨青玖,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642733858, 上海市,False,2022-01-19
2,12688698,5612137,2748,1,12.0,0,拿***,甘肃健康码,"尊敬的领导您好，我想问问甘肃卫生健康咨询热线疫情当前，一直没人听电话,我到家20多天了,中途隔离了7天,做了两三次核酸都是阴的,在家呆...",1642588434,36.142.148.*,已办理,已办理,未交办,0,0,武山县委书记,咨询,医疗,客户端,,,,,0,1,0.0,,,,,,0,1,1642752793, 北京市,False,2022-01-19
3,12688667,5612184,1957,6,6.0,0,小***,省外低风险返乡问题,回来后是居家隔离还是健康监测？,1642588224,183.200.111.*,已办理,已办理,未交办,0,0,灞桥区委书记,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642732461, 山西省 晋城市,False,2022-01-19
4,12688255,5600364,1289,6,7.0,0,海***,购房资格被锁12个月 ，能否买顺销楼盘？,1、本人购房资格被锁12个月；原因是第二次摇号楼盘的销售没有通知现场选房签放弃协议，以及第三次因12月份西安疫情居家隔离未能现场选房，...,1642585676,222.209.16.*,已办理,已办理,未交办,0,0,成都市委书记施小琳,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1642732461, 四川省 成都市,False,2022-01-19
5,12687793,5611629,2503,1,6.0,0,若***,咨询春节期间回家是否隔离,"尊敬的领导；
我想咨询一下，本人在广东中山属低风险地区预计腊月24左右回扶沟县老家，被村委告知回家后需要居家隔离14天，请领导回复一下...",1642583100,14.114.35.*,已办理,已办理,未交办,0,0,扶沟县委书记,咨询,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1642732461, 广东省 中山市,False,2022-01-19
6,12687313,4148781,1135,2,12.0,133,杨***,文化绿城办事处工作人员，上门吵架素质何在？,尊敬的领导：我们是文化绿城小区居家隔离户，隔离期间，我们完全配合疫情...,1642580596,115.57.143.*,已办理,已办理,线上交办,0,1,郑州市委书记安伟,投诉,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1642752793, 河南省 郑州市,False,2022-01-19
7,12687179,5611142,2745,1,12.0,0,石***,西安返清政策咨询,在西安市全域降为低风险地区不满14天后，返清水人员是否需要居家隔离？,1642579822,113.140.11.*,已办理,已办理,未交办,0,1,清水县委书记,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642819209, 陕西省 西安市,False,2022-01-19
8,12687105,5611422,1368,1,6.0,0,流***,低风险地区乘高铁返回西安途径郑州是否集中隔离,还是会集中隔离？,1642579451,113.201.132.*,已办理,已办理,未交办,0,0,西安市市长李明远,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642662835, 陕西省 西安市,False,2022-01-19
9,12686960,5611142,1395,1,12.0,0,石***,疫情返乡政策咨询,"是否需要居家隔离？
2、西安市所在学校在疫情期间执行了相对外界较严的防疫措施，按照目前政策，学校会开具闭环管理证明等证明帮助学生回乡过...",1642578818,113.140.11.*,已办理,已办理,未交办,0,0,天水市委书记张永霞,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642819209, 陕西省 西安市,False,2022-01-19
0,12686863,5610833,3214,1,12.0,0,小***,关于安乡县陈家嘴镇中山社区返乡疫情防疫政策,尊敬的领导，您好，最近听说深圳龙岗和罗湖返乡都需要集中隔离14天，不管是不是低风险街道，一律采用集中<label style='col...,1642578256,219.134.182.*,已办理,已办理,未交办,0,0,安乡县委书记,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642819209, 广东省 深圳市,False,2022-01-19
1,12686801,5611271,3609,1,2.0,0,梁***,关于返乡政策,领导您好，我是一位在广西籍在深圳务工人员，我想证实一下是不是在深圳不属于高风险地区的回去也要集中隔离！,1642577954,113.91.55.*,待回复,待回复,未交办,0,0,钦南区委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642819209, 广东省 深圳市,False,2022-01-19
2,12686705,4399758,3623,1,6.0,0,W***,大学生返乡问题,本人在河南读书，将在20号凌晨4点57分从郑州坐t289返回玉林，目前郑州管城回族区是低风险地区，打玉林和陆川县防控中心电话一直在通话中，无法接通，已经报备村委，刚刚去做核酸检测了，咨询一下需要<la...,1642577359,115.60.134.*,待回复,待回复,未交办,0,0,陆川县委书记,咨询,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1642667066, 河南省 郑州市,False,2022-01-19
3,12686275,3994919,918,1,5.0,0,吴***,咨询大连去哈尔滨防疫政策,领导好，本人计划1月29日驾车从大连前往哈尔滨木兰县，中途省市不做停留，请问除了提供48小时核酸检测阴性报告还需提供什么，还有是否需要隔离</labe...,1642575236,42.84.226.*,待回复,待回复,未交办,0,0,哈尔滨市市长孙喆,咨询,旅游,客户端,,,,,0,1,,,,,,,0,0,1642752793, 辽宁省 沈阳市,False,2022-01-19
4,12685843,2083659,2487,1,12.0,0,民***,居家隔离问题,从商丘市区内回民权县城，需要居家隔离吗？,1642572882,42.228.122.*,已办理,已办理,未交办,0,0,民权县委书记,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1642662085, 河南省 郑州市,False,2022-01-19
5,12685673,2598991,1185,1,2.0,0,l***,2022年外地返乡的具体政策解读,以及相对应的隔离政策的制定的科学依据是什么？,1642571939,106.38.61.*,待回复,待回复,未交办,0,0,孝感市委书记吴海涛,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642819209, 北京市,False,2022-01-19
6,12685268,4756748,1397,6,1.0,0,三***,疫情期间回乡咨询求助,我是甘肃武威人，2021年12月份去西安探亲，因为疫情原因被居家隔离。因我所在区域为莲湖区，疫情情况良好，目前已经被国家划为低风险区域...,1642569393,117.136.107.*,已办理,已一次评价,线上交办,0,0,武威市委书记柳鹏,求助,治安,微信小程序,,,,,0,1,,,3.0,3.0,5.0,1.0,0,0,1642819209, 北京市,False,2022-01-19
7,12685162,4699606,1314,1,1.0,0,前***,关于过年回家,"持核酸阴性48小时证明回家，是否会被隔离？
毕竟只有15天假期，我去年年底买的房，回家就要交房了。如果要<label style='c...",1642568701,112.97.248.*,已办理,已办理,线上交办,0,1,广安市市长赵波,咨询,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1642662835, 广东省 深圳市,False,2022-01-19
8,12685099,3064030,2486,1,2.0,0,投***,北京大兴区返乡,计划2022年1月27号返乡，请问回乡需要隔离吗？,1642568353,223.104.43.*,已办理,已办理,未交办,0,0,虞城县委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642662085, 北京市,False,2022-01-19
9,12685074,5610286,1219,5,12.0,0,花***,关于深圳市大鹏隔离酒店的一线工作者遇到的问题,我是一名在大鹏隔离酒店的一线安保人员，我仅代表我本人在当前工作中发现的一些问题向领导反应,1642568167,112.97.87.*,待回复,待回复,未交办,0,1,深圳市委书记王伟中,建言,医疗,客户端,,,,,0,1,0.0,,,,,,0,1,1642819209, 广东省 深圳市,False,2022-01-19
0,12684886,4334886,561,2,7.0,0,独***,安徽阜南凯旋城小区前经二路与纬一路大货车乱停,安徽阜南县凯旋城小区，经二路与纬一路，周边有四五个小区，幼儿园小学好几个，纬一路与经二路本身就比较狭窄，但现在路两边到处都是各种各样的大货车乱停乱放，交通事故隐患较大，也经常出事故，望能设计树胶<la...,1642567048,110.16.203.*,已办理,已办理,未交办,0,0,安徽省委书记郑栅洁,投诉,城建,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1642848818, 内蒙古自治区 呼和浩特市,False,2022-01-19
1,12684260,5610031,2735,1,2.0,0,小***,春节返乡政策,与居家隔离又有何区别？能否对居家隔离、居家健康监测、个人自主健康监测...,1642563629,113.118.4.*,已办理,已办理,未交办,0,0,榆中县委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642751937, 广东省 深圳市,False,2022-01-19
2,12684033,5609803,1660,2,7.0,0,陶***,陶然新城5号楼一单元1月16着火,因为我们是被隔离出来的。出门就是大路。没有保安门岗。任何人都可以轻松进出。怎么着火也不给说法。,1642562638,111.226.50.*,已办理,已办理,未交办,0,0,邯山区委书记,投诉,城建,客户端,,,,,0,1,0.0,,,,,,0,3,1642901523, 河北省 邯郸市,False,2022-01-19
3,12683511,5609692,2199,2,2.0,116,Z***,接收证明迟迟不给开,本人因工作原因1月1-2日前往郑州出差，没有去过中高风险区域，也不是密接和次密接，3号返回武汉后，被集中隔离至今，已满足集中<labe...,1642560258,61.183.84.*,已办理,已办理,线下交办,0,0,房县县委书记,投诉,政务,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1642848818, 湖北省 武汉市,False,2022-01-19
4,12683274,3688892,5055,5,,0,无***,建议取消通信行程卡的星号,通信行程卡的星号原本是为了提示14天内所经过的城市有无疫情，但在实际操作中，地方基层往往将星号等同于黄码，对带星号人员一刀切隔离、拒收...,1642559133,222.139.237.*,已办理,已办理,未交办,0,56,工业和信息化部部长、党组书记肖亚庆,建言,,PC浏览器,,,,,0,1,,,,,,,0,0,1642580354, 河南省 南阳市,False,2022-01-19
5,12683257,2956116,3216,1,12.0,0,你***,想了解澧县如东最新防疫政策,想了解澧县如东最新防疫政策，听说现在所有省外回去人员都需要集中隔离，是真实的吗？低风险地区回去也要<label style='colo...,1642559062,219.134.182.*,已办理,已办理,未交办,0,0,澧县县委书记,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642739853, 广东省 深圳市,False,2022-01-19
6,12683177,5609367,1385,5,2.0,0,鹰***,西安返乡人员,1月18号西安新冠新增为0，且全市已经有80%的地方进入常态化管理了，但是昨天询问商南县防肺办，针对西安人员不管哪个区县，仍执行老政策全部集中隔离</...,1642558738,113.140.78.*,已办理,已一次评价,线下交办,0,0,商洛市委书记郑光照,建言,政务,PC浏览器,,,,,0,1,,,4.7,5.0,5.0,4.0,0,0,1642662835, 陕西省 西安市,False,2022-01-19
7,12683171,4495414,1217,6,7.0,0,W***,开发商擅改规划,今天发现又把2425栋隔离，设置了铁门围蔽。住建局过去检查开发商就把铁门拆除，住建局领导一走开发商就装回铁门<label style=...,1642558695,223.104.1.*,已办理,已办理,线上交办,0,0,广州市委书记林克庆,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642731208, 广东省 深圳市,False,2022-01-19
8,12683143,5609457,4463,1,6.0,0,罗***,北京海淀21号高铁抵达天水南，家乡陇南-礼县,1月21号高铁抵达天水南，目前海淀有确诊病例但未划分为中高风险区，本人核酸健康码行程码均正常，想问问抵达之后需要集中隔离吗，如果风险区...,1642558510,210.26.57.*,已办理,已办理,未交办,0,0,麦积区委书记,咨询,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1642662835, 甘肃省 兰州市,False,2022-01-19
9,12683016,5609305,1400,5,7.0,0,奕***,建议在羊头巷开放式广场入口处设置隔离桩,建议能否将南侧靠近区政府住宅楼一侧的广场入口处设立隔离柱，免于机动车进入。,1642557850,118.181.89.*,已办理,已办理,线下交办,0,0,张掖市市长赵立香,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1642739853, 甘肃省 兰州市,False,2022-01-19
0,12682939,5609388,1673,1,10.0,116,Z***,春节返乡政策,昨日我拨通了咱们县的卫健委电话，询问了关于在北京市海淀区工作的老乡回乡之后是否需要集中隔离，是否可以发布一个官方通知以作为我们春节返乡...,1642557356,183.197.93.*,已办理,已办理,未交办,0,0,巨鹿县委书记,咨询,文娱,手机浏览器,,,,,0,1,,,,,,,0,0,1642819209, 河北省,False,2022-01-19
1,12682892,3694753,5069,5,,0,c***,防疫绿码就不能全国统一政策吗？,"领导好，
为啥绿码要搞这么多种类，政策也要分省管控，为啥A省绿码正常办公出行，欲回B省就被告知会被集中隔离？
临近过年，各省市各干各的...",1642557111,183.46.209.*,待回复,待回复,未交办,0,2,国家卫生健康委员会主任、党组书记马晓伟,建言,,客户端,,,,,0,1,,,,,,,0,0,1642580354, 广东省 汕头市,False,2022-01-19
2,12682773,5609239,3564,6,1.0,0,W***,春节返乡问题,尊敬的领导，随着年关接近，各个在外务工的人员都陆续接到家乡村委的电话，叫原地过年，说就算是回来了也要在酒店自费隔离14天加居家<lab...,1642556442,219.159.72.*,已办理,已办理,未交办,0,1,西乡塘区委书记,求助,治安,微信小程序,,,,,0,1,,,,,,,0,0,1642662835, 广西壮族自治区 南宁市,False,2022-01-19
3,12682762,5609308,3528,1,12.0,116,Z***,天津市南开区人员回彰武防疫政策,你好，我想问一下近期南开区回彰武需要集中隔离吗，因为南开区并未有确诊人员，按照政策是不是并不需要集中<label style='col...,1642556390,117.12.129.*,已办理,已办理,未交办,0,0,彰武县委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1642739853, 天津市,False,2022-01-19
4,12682524,5609059,1367,1,6.0,0,小***,外地低风险地区大学生返西安政策,现需乘坐高铁返西安雁塔区大雁塔街道乐游原社区，因需经停郑州和天津，现需了解回来能否进入小区和是否要集中隔离。之前咨询过12345、12...,1642555159,219.145.31.*,待回复,待回复,未交办,0,0,西安市委书记方红卫,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642662835, 陕西省 西安市,False,2022-01-19
5,12680256,5608392,3443,6,6.0,0,公***,松原市宁江区兴源乡孙喜村出行难问题,自从高铁开通孙喜村就被铁路完全隔离了，出行去市区或者孩子们上学只有村头一条路，可是这条唯一的路还经常堵火车，这火车应该附近的玉米深加工...,1642519679,36.97.122.*,已办理,已办理,未交办,0,0,宁江区委书记,求助,交通,客户端,,,,,0,1,,,,,,,0,0,1642662835, 浙江省 杭州市,False,2022-01-18
6,12678767,5222613,4408,1,1.0,0,w***,疫情回家隔离政策,尊敬的领导您好，我想了解一下现在返区的隔离政策，本人在北京属低风险地区，行程码不带星号，健康码是绿色，核酸呈阴性，请问回黄羊需要<la...,1642510790,221.217.51.*,已办理,已办理,未交办,0,1,凉州区委书记,咨询,治安,微信小程序,,,,,0,1,,,,,,,0,0,1642639890, 北京市,False,2022-01-18
7,12678256,5607560,1853,1,11.0,0,W***,海员办理护照,本来能去其他省份办理，但是临近过年，怕回来不了或者要隔离就不准备去，但是不去又办不了护照，年后就上不了船参加不了工作，望领导能反应一下...,1642508173,171.218.115.*,已办理,已办理,线下交办,0,0,嘉陵区委书记,咨询,就业,微信小程序,,,,,0,1,,,,,,,0,0,1642575914, 四川省 成都市,False,2022-01-18
