,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
8,13881590,4430280,2307,5,1.0,0,x***,望江县第三小学门口交通的问题与建议,我身在大上海城市上班，周边的学校都会给到学校路段的特殊设置，比如：在上学前1小时，路边可供小汽车停放，放学也是给到1小时内停放，或者在...,1648003054,101.85.236.*,已办理,已办理,线下交办,0,0,望江县委书记,建言,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1648028659, 上海市,False,2022-03-23
9,13881462,3757225,556,5,12.0,116,小***,关于对上海市疫情管控的建议,"尊敬的领导您好：
      现在上海市疫情这么严峻，我发现还有人员在路面上没有佩戴口罩，有的人还在公司里上班且未佩戴口罩，所以我建议...",1648002443,58.246.128.*,已办理,已一次评价,未交办,0,0,上海市市长龚正,建言,医疗,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1648020295, 上海市,False,2022-03-23
0,13880031,6376153,569,6,14.0,0,b***,急盼回复：高考体检因疫情不能按期参加怎么办,"敬爱的楼书记您好：
   我孩子是河南社会高考生，目前在上海封控区，无法回去参加高考体检。目前<label style='color:...",1647996181,39.149.52.*,已办理,已一次评价,线上交办,0,0,河南省委书记楼阳生,求助,教育,手机浏览器,,,,,0,1,,,4.0,2.0,5.0,5.0,0,0,1648090311, 北京市,False,2022-03-23
1,13879787,1490673,556,6,2.0,0,唐***,疫情期间优化蔬菜配送的建议,1、现在上海很多小区，菜市场也封闭了2、很多外卖生鲜平台价格高还难抢3、建议组织一些蔬菜商户配送，可以设置为几个蔬菜包，居民有偿付款。...,1647994748,101.224.3.*,已办理,已办理,未交办,0,1,上海市市长龚正,求助,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1648018870, 上海市,False,2022-03-23
2,13879422,6376070,555,6,12.0,0,l***,随申码申诉,3月8号到上海完成14天集中隔离，但按照最新政策没有收到绿码。22号下午到23号拨打几十次12345 均无进展，无法入住酒店无法离开<...,1647992385,220.196.192.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1648018214, 江苏省 徐州市,False,2022-03-22
3,13878525,6375734,969,2,14.0,0,c***,学校不批准真正迫切需要回家的上海学生居家隔离,华东政法大学目前已进入第二个7天隔离期，准许有需求的部分上海学生回家隔离，但是审批的标准令人不能理解。,1647965774,140.206.95.*,已办理,已办理,未交办,0,0,松江区委书记程向民,投诉,教育,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1648018074, 上海市,False,2022-03-22
4,13875465,4583866,1162,5,7.0,0,李***,小区因为疫情防控封了一个大门，造成严重堵车,我在神火大道上海城市花园居住，物业说由于疫情防控，社区让封了南门，结果造成早晚严重堵车，儿子怕上学迟到，只能将车停放南门外的宋城路，但...,1647948648,42.228.114.*,办理中,待回复,线上交办,0,0,商丘市市长摆向阳,建言,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1648090311, 河南省 郑州市,False,2022-03-22
5,13875404,6333162,5080,5,,0,童***,真诚恳请将试管纳入医保全国实施,因身体原因，多年未孕，医生通知只能试管，花费巨大，我老公自己一人工作，检查费就五千多在上海，后期排卵等一些系列费用对我们这些打工人真的...,1647948372,183.192.100.*,待回复,待回复,未交办,0,0,国家医疗保障局局长、党组书记胡静林,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1648107945, 上海市,False,2022-03-22
6,13874719,4288395,583,5,2.0,0,v***,省优秀青年人才高级职称申报评审标准单一的问题,例如，上海浦东留学回国人员落户政策中提到“在国内“双一流”建设高校获得全日制本科、学士及以上学历学位（中央直属及中科院各研究生培养单位...,1647944714,218.200.160.*,已办理,已办理,线上交办,0,1,四川省委书记彭清华,建言,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1648003824, 四川省 成都市,False,2022-03-22
7,13874271,6344527,965,6,4.0,0,刘***,贝菲特健身（江桥万达店）退款无法兑现,本人后因工作原因不得不离开上海，在2020年5月2日去门店想要办理退款，一共消费常规6节，私教拉伸4节，寻求退款时对方负责人留了个联系...,1647942076,117.143.4.*,待回复,待回复,未交办,0,0,嘉定区委书记陆方舟,求助,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1648026227, 上海市,False,2022-03-22
8,13873537,6373070,583,5,11.0,0,X***,关于四川省紧缺选调生第一批次高校范围相关建议,四川紧缺选调2022届分两批次招录，第一批面向清华大学、北京大学、中国人民大学、复旦大学、同济大学、上海交通大学、南开大学、浙江大学、...,1647938559,14.118.140.*,办理中,待回复,线上交办,0,0,四川省委书记彭清华,建言,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1648104264, 广东省 江门市,False,2022-03-22
9,13873452,6373042,539,5,2.0,0,赵***,建议增加积分落户名额和划定高考分数线,上海先一步北京实行积分落户和积分高考，同样的一线超大城市，可以借鉴一下。孩子是祖国的未来，为孩子们提供一个 稳定而持续性的教育是我们共...,1647937996,43.243.138.*,已办理,已办理,线下交办,0,5,北京市委书记蔡奇,建言,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1647948960,热心网友,False,2022-03-22
0,13872809,6372697,556,1,6.0,0,修***,上海市新能源纯电动车需要挂靠公共充电桩吗,"您好
本人购买上海纯电动车，上上海纯电动车绿牌，没有自建充电桩，需要...",1647934741,120.211.143.*,待回复,待回复,未交办,0,0,上海市市长龚正,咨询,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1648019830, 河北省,False,2022-03-22
1,13872262,4621672,556,6,7.0,0,想***,恳请调整“认贷”界定，降低在沪购买首套房首付,尊敬的市长，目前上海执行的认房认贷政策，很多来上海的外地人，以前在外...,1647932273,114.85.149.*,待回复,待回复,未交办,0,0,上海市市长龚正,求助,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1648028659, 上海市,False,2022-03-22
2,13872075,6372331,599,6,11.0,0,W***,省考求助,您好，我报名了26日的公务员考试，但由于3月初上海疫情爆发，现仍滞留在上海</lab...,1647931380,223.104.210.*,待回复,待回复,未交办,0,0,新疆维吾尔自治区党委书记马兴瑞,求助,就业,微信小程序,,,,,0,1,,,,,,,0,0,1648004388, 北京市,False,2022-03-22
3,13870539,6310297,1103,6,12.0,0,W***,希望到医院和母亲陪护隔离,我3月9日从美国到达上海入境，现在在上海黄浦区锦江之星酒店隔离，明天...,1647923093,140.207.173.*,已办理,已办理,未交办,0,0,青岛市委书记陆治原,求助,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1647957275, 上海市,False,2022-03-22
4,13870353,6371294,965,2,6.0,0,2***,地铁噪音和振动问题严重影响居民生活,"根据上海相关条例，门窗关闭时，白天地铁经过，室内噪音不应超过45dBA,夜间等效值不应超过30dBA，最大不超过45dBA。但不论白天...",1647922108,180.175.61.*,已办理,已办理,未交办,0,0,嘉定区委书记陆方舟,投诉,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1648019450, 上海市,False,2022-03-22
5,13870337,6371354,965,2,13.0,0,翔***,翔丰雅苑828弄1号楼一直有噪音,上海市嘉定区南翔镇嘉程路828弄，在卧室一直产生共振，地板墙壁窗户整个房间时不时嗡嗡响，整个人根本无法入睡，从早响到半夜，原本以为是汽...,1647922040,183.195.51.*,已办理,已办理,未交办,0,0,嘉定区委书记陆方舟,投诉,环保,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1647958534, 上海市,False,2022-03-22
6,13869964,6371161,1475,5,6.0,0,黄***,轨道交通3号线工贸站人行道设置不合理,而且该出口往上海城方向走的人行道特别狭窄，地砖松活，下雨容易积水，。,1647920360,183.230.147.*,已办理,已办理,线上交办,0,0,南岸区委书记许洪斌,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1648001599, 重庆市,False,2022-03-22
7,13869711,6370939,555,2,14.0,0,W***,幼儿园老板拖欠工资，相关部门电话打不通,本人于2022年2月11号到2022年3月11号在上海市松江区星晨幼儿园工作，试用期内未签劳务合同。现已离职一个月。老板总是以疫情理由...,1647919267,58.39.4.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,教育,微信小程序,,,,,0,1,0.0,,,,,,0,1,1647957742, 上海市,False,2022-03-22
8,13869703,6370989,555,1,7.0,0,木***,取消认房认贷,外地落户上海，一心想在上海发展，目前已经成婚。想给自己一个美好未来，...,1647919240,183.195.101.*,待回复,待回复,未交办,0,0,上海市委书记李强,咨询,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1648019749, 上海市,False,2022-03-22
9,13868836,6370122,555,6,6.0,0,Z***,疫情期间离职,寻求帮助，怎么样才可以离开上海，回家。  ,1647915694,112.64.68.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,交通,客户端,,,,,0,1,,,,,,,0,0,1647957275, 上海市,False,2022-03-22
0,13868787,1870390,567,2,1.0,0,一***,边户私自封闭连廊,领导您好，我是山东省菏泽市巨野县上海嘉园一期西2号楼1403户业主，1404户业主私自将连廊封闭，将鞋柜等杂物放到门口，严重影响我户通...,1647915518,218.201.184.*,待回复,待回复,未交办,0,0,山东省委书记李干杰,投诉,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1648019830, 山东省 菏泽市,False,2022-03-22
1,13868386,5341380,555,1,2.0,0,j***,群租房很严重,1我们是上海市宝山区华灵路1900弄金鑫花园2这里的群租房很严重，外省人口是常住人口翻倍，3这样做核酸检测难道不怕交叉感染吗？4我希望...,1647913928,223.104.213.*,待回复,待回复,未交办,0,0,上海市委书记李强,咨询,政务,客户端,,,,,0,1,0.0,,,,,,0,3,1647957742, 北京市,False,2022-03-22
2,13868243,6369957,555,2,10.0,0,藕***,上海米哈游影铁原神游戏恶意诱惑充值,在家长不知情下，2022.1.25~2022.3.9，小孩(14岁)在手机上，向上海米哈游影铁科技有限公司原神游戏反复高额充值，去获得...,1647913337,60.175.42.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,文娱,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1647949936, 安徽省 安庆市,False,2022-03-22
3,13865794,4076362,579,5,6.0,0,W***,建议开通上海到海南的直达高铁,我查了一下居然没有上海到海南的直达高铁，对外交通如此不发达，这和海南岛国际贸易岛的定位非常不符呀。建议开通<label style='...,1647877961,101.87.220.*,已办理,已办理,未交办,0,1,海南省委书记沈晓明,建言,交通,微信小程序,,,,,0,1,0.0,,,,,,0,1,1648003824, 上海市,False,2022-03-21
4,13864871,5730774,561,2,11.0,0,小***,紫云英人才购房补贴政策应该惠及所有博士群体 ,尊敬的郑书记：      您好，本人系2021年6月底入职安徽师范大学的非芜湖市户籍上海高校毕业的博士，针对2021年紫云英人才计划”...,1647871240,120.242.75.*,已办理,已办理,未交办,0,0,安徽省委书记郑栅洁,投诉,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1647932877, 北京市,False,2022-03-21
5,13864808,2862445,1134,1,7.0,0,菏***,赵王河下游湿地景观工程建设情况,咨询一下领导，菏泽赵王河下游湿地景观公园从广州路北段到上海路这段的工程，计划的工期是什么时候能完工，现在工程进度基本上没有工程机械设备...,1647870944,60.232.167.*,待回复,待回复,未交办,0,0,菏泽市市长张伦,咨询,城建,客户端,,,,,0,1,,,,,,,0,0,1647959146, 山东省 济南市,False,2022-03-21
6,13863216,6367546,553,5,12.0,0,杨***,关于佳木斯市银屑病患者生物制剂报销比例过低,银屑病患者呼声很高，苦于没有解决问题的方法，北京上海杭州江苏四川等医保报销比例几乎一致75%-90%，每针报销后300左右一针，甚至周...,1647862424,122.159.172.*,已办理,已办理,线上交办,0,0,黑龙江省委书记许勤,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1647914882, 黑龙江省 佳木斯市,False,2022-03-21
7,13863135,6357181,2388,1,7.0,0,W***,上海市场拆迁和高架建设,原计划2021年，上海市场拆迁修高架问题，关于商铺使用租赁问题。想了解什么时候动工。谢谢,1647861928,39.144.177.*,待回复,待回复,未交办,0,0,涧西区委书记,咨询,城建,微信小程序,,,,,0,1,,,,,,,0,0,1647932442, 北京市,False,2022-03-21
8,13862475,4843708,555,6,9.0,0,无***,农村种菜自流地,位于上海市青浦区枫泾村4队，之前每家每户都有分配到的菜地，现已成为谁种东西就是谁的了，找队长寻求帮助，队长只说他不管的，之前在1234...,1647857637,180.162.36.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,三农,手机浏览器,,,,,0,1,,,,,,,0,0,1648019749, 上海市,False,2022-03-21
9,13862136,6366793,1237,2,7.0,0,W***,九铭屿海房地产欺骗，中航物业监管不利,九铭屿海，原中航.元屿海开发商卖房时承诺业主，可以签酒店托管，开始五年，后可继续签托管协议，故经开发商牵线与上海滴水湾酒店签了托管协议...,1647855633,111.45.22.*,办理中,待回复,线上交办,0,0,惠州市委书记刘吉,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1647919397, 北京市,False,2022-03-21
0,13860053,2032569,1459,6,12.0,0,d***,在上海看病，可以回伊犁吗？,3月1号来上海看病，现在病看好了，想咨询一下什么时候可以返疆，目前伊宁市防疫政策是怎样的。,1647846108,117.143.138.*,已办理,已办理,未交办,0,0,伊犁哈萨克自治州党委书记邱树华,求助,医疗,客户端,,,,,0,1,,,,,,,0,0,1647921613, 上海市,False,2022-03-21
1,13859471,6365117,967,2,4.0,0,小***,上海雅居乐米克尔森俱乐部管理有限公司,"1、投诉雅居乐米克尔森俱乐部管理有限公司在没有提前一个月通知员工的情况下单方面关闭球场，且直至关闭未对员工提及赔偿方案，关闭后才对员工协商方案，且方案只给一个数额，未提及赔偿明细！
2、员工在职期间当...",1647843288,183.192.225.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,投诉,企业,手机浏览器,,,,,0,1,,,,,,,0,0,1647959835, 上海市,False,2022-03-21
2,13858960,6364920,555,6,4.0,0,栗***,解除劳动合同通,上海市浦东新区雅居乐米克尔森高尔夫俱乐部无故解除劳动合同，给个说法，,1647840703,101.93.232.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,企业,手机浏览器,,,,,0,1,,,,,,,0,0,1648019089, 上海市,False,2022-03-21
3,13858729,6364688,967,2,4.0,0,C***,上海雅居乐米克尔森俱乐部有限公司,1:雅居乐米克尔森俱乐部单方面违法解除劳动合同，要求公司支付赔偿金（114819元）  2:从2020年10月到2022年3月共累计加班223小时其中144小时被公司违法消除，有47小时公司没有算加班...,1647839578,183.195.100.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,投诉,企业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1647958451, 上海市,False,2022-03-21
4,13858591,6362114,967,2,4.0,0,P***,【雅居乐米克尔森俱乐部管理有限公司】,"2）公司以外地户口不强求缴纳为由，到2011年7月开始缴纳社保… 一直按上海最低社保、公积金缴纳，“税”按全额扣。
3）法定节假日、无...",1647838725,183.194.168.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,投诉,企业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1647958451, 上海市,False,2022-03-21
5,13858510,3009114,561,2,7.0,0,W***,合肥世纪阳光花园兰阳苑8栋电梯停用长达4个月,本小区物业为上海金地物业管理有限公司，目前小区多部电梯故障频发，电梯困人屡屡发生，物业视而不见，以电梯未与前物业交接为由，一拖再拖。,1647838358,223.104.34.*,待回复,待回复,未交办,0,0,安徽省委书记郑栅洁,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1647932442, 北京市,False,2022-03-21
6,13858431,6364364,2264,1,14.0,0,阿***,小孩入学转学,"尊敬的领导您好，
我在肥东县东方花园买了一套房子，预计五月份拿到房子，现在小孩在上海上小学一年级，下学期读二年级，我孩子转学回去，需要...",1647837892,39.144.38.*,待回复,待回复,未交办,0,0,肥东县委书记,咨询,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1647932877, 北京市,False,2022-03-21
7,13858399,5634473,967,2,11.0,0,W***,上海建工五建集团拖欠工资两个月,临港产业区“先租后售”园区公共租赁住房五期项目，年前在上海建工五建集团从事工作，年前举报过一次，才陆陆续续发了一多半，至今还有3316...,1647837743,125.44.27.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1647958498, 河南省 开封市,False,2022-03-21
8,13858325,5606813,556,1,12.0,0,翻***,疫情期间没法回到老家建卡地做检查,疫情期间，应上海市建议，没法回老家做产检唐氏筛查。在上海第一妇婴医院...,1647837409,101.82.181.*,待回复,待回复,未交办,0,0,上海市市长龚正,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1647957275, 上海市,False,2022-03-21
9,13858268,6364316,2729,2,4.0,0,一***,卫生问题,我是在3月18日配合政府对于境外入兰人员需满足七天留宿观察，在上海完成14天集中隔离后返兰入住该酒店。,1647837132,36.142.187.*,已办理,已办理,未交办,0,0,七里河区委书记,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1647918288, 北京市,False,2022-03-21
0,13857961,6363977,874,2,7.0,0,麦***,沈阳市宽带收费过高，部分地区存在运营商垄断问,目前沈阳市部分小区存在宽带运营商垄断问题，居民无法自由选择宽带运营商；另外沈阳市宽带的收费过高，以联通为例，相同网速的宽带沈阳市收费高出本省其他多数地区40%至100%，放眼全国，沈阳市宽带收费甚至比...,1647835604,112.39.99.*,已办理,已办理,未交办,0,0,沈阳市市长吕志成,投诉,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1647958524, 上海市,False,2022-03-21
1,13856716,6363534,977,2,7.0,0,W***,物业,奉贤区南桥镇百兴路8号绿天商城108户商户，上海峰叠物业管理公司第一:物业借房屋漏水无法启动维修基金为由，擅自停商户用电以要挟业主和政...,1647830458,101.85.87.*,已办理,已办理,未交办,0,0,奉贤区委书记庄木弟,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1647959146, 上海市,False,2022-03-21
2,13855974,6360340,977,6,7.0,0,W***,南桥绿天商城因停电,现有上海叠峰物业在未履行合法程序的情况下，以商城房屋维修及用电安全隐患排查为由，从3月20日起对所辖位于南桥新城百兴路8号的绿天商城实...,1647827619,180.162.107.*,已办理,已办理,未交办,0,0,奉贤区委书记庄木弟,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1647928111, 上海市,False,2022-03-21
3,13853879,6362366,2392,2,11.0,0,W***,未签劳务合同，还扣工资,本人于2022年2月11日在洛阳偃师市上海商贸城四楼云泽足浴服务有限公司从事前台收银一职，入职前公司负责人并未提前说明实习期工资是正式...,1647804485,39.144.177.*,已办理,已一次评价,线下交办,0,0,偃师市委书记,投诉,就业,微信小程序,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1648019277, 北京市,False,2022-03-20
4,13853787,2563391,584,6,12.0,0,我***,外地医保转移到成都不给累计计算年限,一直交到至今，没有间断，明年2月我就退休了，依照成都医保局规定必须在成都交满15年才可不用再交，那么我退休还要再交5年，这样对我们老百姓不公平，当地政府只顾当地的财政赤字，而不顾老百姓的损失，现在北京...,1647797515,183.221.94.*,已办理,已办理,线上交办,0,0,四川省省长黄强,求助,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1647932810, 四川省 成都市,False,2022-03-20
5,13853752,6360614,561,5,2.0,0,网***,振兴皖北，大力建设蚌埠省域副中心城市,武汉青岛、郑州上海直线中点均为蚌埠。此两条铁路皆民国已有规划，至今仍未落地。,1647795891,183.157.163.*,已办理,已办理,未交办,0,1,安徽省委书记郑栅洁,建言,政务,PC浏览器,,,,,0,1,1.0,,,,,,0,1,1647924249, 浙江省 杭州市,False,2022-03-20
6,13853260,0,973,6,7.0,16,匿***,青浦大名城湖楼盘，无故停工。至今未有说明,本人于21年6月份左右，购买上海市青浦区淀园路333弄(大名城映湖)楼盘，已于年前完成两期的认筹和开盘。本人为一期开盘业主，去年7-8...,1647788738,39.96.1.*,待回复,待回复,未交办,0,0,青浦区委书记徐建,求助,城建,人民日报,,,,,0,1,,,,,,,0,0,1647918288, 香港特别行政区,False,2022-03-20
7,13852319,5134677,1368,1,12.0,0,W***,省内与西安市新冠疫苗接种查询联网,因为出差去成都、上海当地的健康码都是可以显示我在陕西接种过新冠疫苗的记录。,1647783470,123.139.60.*,待回复,待回复,未交办,0,0,西安市市长李明远,咨询,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1647845275, 陕西省 西安市,False,2022-03-20
8,13851462,6361059,949,2,11.0,0,第***,2022届非全日制研究生,领导钧鉴：本人是2019年入读南京某大学的硕士，并通过校园春招获得联通上海分公司入职体检机会。但在后续沟通中以我是非全日制研究生身份理...,1647778273,218.94.151.*,办理中,待回复,线下交办,0,3,长宁区委书记王岚,投诉,就业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1647849283, 江苏省 南京市,False,2022-03-20
9,13851240,3028945,561,6,12.0,0,小***,病床上的57岁乡村医生请求开设特殊考场,但造化弄人，本人今年2月突患肠系膜动脉夹层，在上海第九人民医院进行支架手术，术后仍未恢复，现在在安徽省第二人民医院住院治疗，医生叮嘱考...,1647776948,114.102.148.*,已办理,已办理,未交办,0,0,安徽省委书记郑栅洁,求助,医疗,客户端,,,,,0,1,,,,,,,0,0,1647878578, 安徽省 宿州市,False,2022-03-20
0,13850657,6360838,556,6,11.0,0,W***,物业横行霸道,奉贤区南桥镇百兴路8号绿天商城108户商户今日3.20被上海峰叠物业管理公司停电。疫情防控期间，民生艰难，物业公司擅自停电导致广大商户...,1647773417,180.162.111.*,待回复,待回复,未交办,0,0,上海市市长龚正,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,2,1647833756, 上海市,False,2022-03-20
1,13850579,6359266,555,6,14.0,0,W***,上海实验学校附近居民孩子不能就近就学,自从上海实验学校从浦西搬到浦东，把原本我们的对口学校齐河路小学给了上海</label...,1647772820,101.88.12.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,教育,微信小程序,,,,,0,1,,,,,,,0,0,1647864824, 上海市,False,2022-03-20
2,13849057,6045287,2779,1,2.0,0,W***,毕业证、兽医防治员资格证姓名更改,尊敬书记你好，我在上海打工，之前家里人办第二代身份证时将我姓名变了，我一直沿用，但现在我的毕业证和兽医防治员资格证书想更改回现在使用的...,1647763003,61.172.16.*,已办理,已办理,线下交办,0,0,宁县县委书记,咨询,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1647850507, 上海市,False,2022-03-20
3,13847905,6359266,967,6,7.0,0,W***,高科西路东明路口搅拌站在二十年前规划搬迁,高科西路东明路口搅拌站在二十年前规划搬迁，旁边是大型居民居住区和上海实验学校。大批居民和学生遭受水泥空气污染和大型搅拌车日夜来回声音污...,1647754973,101.88.12.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,求助,城建,微信小程序,,,,,0,1,1.0,,,,,,0,1,1647850507, 上海市,False,2022-03-20
4,13847813,6359189,556,5,7.0,0,W***,针对房地产上海打新积分政策,1:目前上海新房积分政策一直存在大量卖房打新，70分以上的新盘基本卖房打新的社保巨子，请统计这类楼盘的平均年纪是否超过55岁，这类楼盘...,1647754277,183.195.1.*,待回复,待回复,未交办,0,0,上海市市长龚正,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1647832102, 上海市,False,2022-03-20
5,13847565,6353827,556,1,11.0,0,可***,关于拿到自己薪资的问题,月份完，雇主不让我做了，也不愿意支付最后12月份6660元的工资，去找他也不愿意出面解决，也见不到他本人，一直拖着不给，手机上有工作时间记录和聊天信息，我去找过居委会 公安部门以及劳动部门协调，没有结...,1647752575,171.83.19.*,待回复,待回复,未交办,0,1,上海市市长龚正,咨询,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1647919397, 湖北省 武汉市,False,2022-03-20
6,13847189,6358162,991,6,11.0,0,坚***,讨要工资困难重重,我父子二人于2021年3月去江苏南通湖东路上海**南通科创中心 属南通*建建设   安装太阳能，至今仅收到一千元，还有九千工资没收到，...,1647749842,36.5.5.*,待回复,待回复,未交办,0,1,南通市委书记王晖,求助,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1647791436, 安徽省 合肥市,False,2022-03-20
7,13846750,5872718,1368,6,7.0,0,智***,关于父子共有房屋产权比例划分问题,西安市是否也和上海市一样，给予民法典出台以前购买的房屋进行一次产权再次约定的机会？和相关政策支持,1647746916,117.61.241.*,待回复,待回复,未交办,0,0,西安市市长李明远,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1647932810, 江苏省 宿迁市,False,2022-03-20
8,13846721,6347216,555,6,14.0,0,管***,满足核酸要求，学校迟迟不给审批进校,我是上海大学宝山校区研究生，截止3月20日，我已在校外酒店住宿超过两周，做过10次核酸，均为阴性，严格符合48小时内两次核酸均为阴性，...,1647746703,101.87.4.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,教育,客户端,,,,,0,1,,,,,,,0,0,1647833756, 上海市,False,2022-03-20
9,13845009,6355864,540,5,2.0,0,l***,建议规范隔离要求,目前北京市隔离通知由社区决定和派发，无市一级别的统一规定和要求，为避免在实际工作中存在层层加码现象1.建议根据疫情形势变化，定期出台隔离条件规定，做到有据可依，也便于社区工作者对需要隔离人员出示和解读...,1647734579,111.193.201.*,已办理,已办理,未交办,0,0,北京市市长陈吉宁,建言,政务,客户端,,,,,0,1,,,,,,,0,0,1647868627, 北京市,False,2022-03-20
0,13844221,5662973,1033,5,7.0,0,W***,给我市新建地标性建筑叫淮畔明珠,由我市是淮河流域中心城市，我市又叫淮畔明珠城，为此我建议能否给我市新建地标性建筑叫“淮畔明珠”，这就类似于屹立在我国最东方的城市之上海...,1647709493,114.106.24.*,已办理,已办理,未交办,0,0,蚌埠市委书记黄晓武,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1647853668, 安徽省 滁州市,False,2022-03-19
1,13843458,6357106,556,2,14.0,0,暗***,迟迟不退费,我于2021年五月2日在上海轻轻一对一购买6810元课程，还剩余5000余元课程未完成，多次打电话要求退费，每次都故意拖延，不肯退费，...,1647700627,120.208.123.*,待回复,待回复,未交办,0,0,上海市市长龚正,投诉,教育,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1647744233, 山西省 长治市,False,2022-03-19
2,13842826,2472039,561,2,7.0,0,合***,合肥市住建局对物业监管严重缺位,合肥市庐阳区亳州路街道云滨花园小区上海锦驰物业小区管理混乱不堪，卫生脏乱差，狗屎随处可见，安保松散非本小区居民都能随意出入小区，小区居...,1647696516,114.102.134.*,待回复,待回复,未交办,0,0,安徽省委书记郑栅洁,投诉,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1647749359, 安徽省 宿州市,False,2022-03-19
3,13841912,6114085,5069,5,,0,a***,建议对联系紧密城市之间实行一体化防疫政策,尤其在都市圈内，跨市通勤人数较多，例如，北京和河北、天津，上海和昆山，沈阳都市圈等临近城市之间。,1647690907,61.137.185.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1647764990, 辽宁省 抚顺市,False,2022-03-19
4,13840288,6354990,1353,2,4.0,0,S***,某餐厅图不符实欺骗顾客，伪造好评混淆,本人约三五好友到某餐厅聚餐，在美*购买了海鲜大咖套餐，网上的套餐图片里海鲜种类丰富，其中包含有龙虾、皮皮虾等，但是到店就餐时发现所上套餐与美团的套餐图片大相径庭，图片中的龙虾和皮皮虾被两只闸蟹取而代之...,1647679623,218.207.231.*,已办理,已办理,未交办,0,0,拉萨市委书记普布顿珠,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1647869370, 北京市,False,2022-03-19
