,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,mobile,tag,shisiwu,date
4,14803025,6894927,981,6,6.0,0,困***,仙鹤门地铁夜间鸣笛,韩书记您好，我是紫气紫气钟山小区住户，仙鹤门铁路夜间鸣笛，严重扰民，在这么下去，附近居民都要精神衰弱的，也影响区域房价，不利于区域经济的发展，看网上也有好多请求帮助的，政府都说让找<label sty...,1653148821,121.229.142.*,已办理,已办理,未交办,0,0,南京市委书记韩立明,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1653194074, 江苏省 南京市,,,False,2022-05-21
5,14802926,6894868,789,1,7.0,0,W***,天津南站金科万方物种公园建设进度,2020年6月12日 西青新闻报道的上海金科集团将在天津市西青区张家窝镇建设金科万方物种公园，现距离新闻播报时间，已经过去将近2年，想...,1653148073,111.194.219.*,已办理,已一次评价,未交办,0,0,西青区委书记李清,咨询,城建,客户端,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1653194074, 北京市,,,False,2022-05-21
6,14802718,4839330,989,5,6.0,0,D***,苏州高架限行,希望可以学习上海，分时段限行，缓解拥堵。,1653146142,223.106.48.*,已办理,已一次评价,线下交办,0,0,苏州市委书记曹路宝,建言,交通,客户端,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1653292451, 北京市,,,False,2022-05-21
7,14802379,2422908,2633,2,13.0,0,垃***,上海路餐饮严重环境污染叫人苦不堪言,"尊敬的区领导您好：
我是一位入住在上海路523号的居民，是一位普通上班族，上海</l...",1653143799,106.4.207.*,已办理,已办理,未交办,0,0,青山湖区委书记,投诉,环保,客户端,,,,,0,1,,,,,,,0,0,1653292451, 江西省 南昌市,,,False,2022-05-21
8,14802152,4546983,3777,6,14.0,0,X***,关于上海大学生返同返乡政策,校方现在通知22号后申请离沪，请问大学生从上海市回大同，还用集中隔离吗?集中隔离标准是多少？集中隔离还要自费吗?”,1653142382,111.2.218.*,已办理,已办理,未交办,0,0,平城区委书记,求助,教育,微信小程序,,,,,0,1,,,,,,,0,0,1653206063, 浙江省 衢州市,,,False,2022-05-21
9,14801227,6894042,555,6,11.0,0,W***,请求解决公司用人不签订劳动合同,请求上海市领导帮忙解决公司违规不签合同也没有主动提出赔偿的事情，本人从2021年5.21号成为浙江建饰达装饰工程有限公司员工，为他们承...,1653137104,58.246.155.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1653194074, 上海市,,,False,2022-05-21
0,14799994,5086020,2324,2,1.0,0,安***,小摊乱摆乱放,开发区上海大花园北门商贩无证违法乱摆摊破坏市容环境卫生，阻碍人行横道，影响道路交通秩序、恳请有关部门能来整顿解决,1653129079,117.136.118.*,已办理,已办理,未交办,0,0,颍州区委书记,投诉,治安,客户端,,,,,0,1,0.0,,,,,,0,1,1653143277, 北京市,,,False,2022-05-21
1,14799415,6893024,2267,1,2.0,0,奋***,与对象共同买房不纳入紫云英计划的问题,自己算下20万补贴就没有，也不少的，我省内一本，女友是上海名校硕士。两人情况真实，打算今年底结婚。,1653124908,61.152.197.*,待回复,待回复,未交办,0,0,弋江区委书记,咨询,政务,客户端,,,,,0,1,,,,,,,0,0,1653143277, 上海市,,,False,2022-05-21
2,14798979,3360974,1143,1,6.0,0,黄***,焦作始发高铁和进京高铁相关问题,1、自从2015年来郑焦城际通车以后，焦作人民出行就很方便了 ，能够到上海，深圳和杭州，但是到西南和山东半岛和东北和很不方便，希望市里...,1653121985,211.142.96.*,待回复,待回复,未交办,0,1,焦作市委书记葛巧红,咨询,交通,客户端,,,,,0,1,,,,,,,0,0,1653275253, 河南省 洛阳市,,,False,2022-05-21
3,14798731,4132669,745,6,14.0,0,绝***,英孚教育丰台方庄中心店违规收费、不退费,2022年5月21日，英孚上海总部来电表示无法退费，需要将线下培训课程转为线上，这与我们之前签订合同及续费时对方的表述严重不符。,1653120404,123.121.69.*,已办理,已办理,未交办,0,0,丰台区委书记王少峰,求助,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1653277571, 北京市,,,False,2022-05-21
4,14798247,6726345,781,6,1.0,0,H***,滨海新区核心区摩托车团伙炸街危险驾驶,"尊敬的领导您好，

滨海新区塘沽建成区域内每天晚上都有特定数量的团伙在新村街道辖区内的上海道与河北路上进行飙车，追逐，炸街活动。",1653117179,125.38.167.*,已办理,已办理,未交办,0,1,滨海新区区委书记连茂君,求助,治安,客户端,,,,,0,1,0.0,,,,,,0,2,1653292451, 天津市,,,False,2022-05-21
5,14798066,4813557,1217,2,4.0,0,梦***,大华集团广州公司 大华东郡,尊敬的领导：  您好，我于2021年3月购入上海大华集团在广州增城的楼盘大华东郡，该楼盘在文案材料中大肆宣传会配备九年一贯制公立名校，...,1653115837,120.230.131.*,办理中,待回复,线上交办,0,0,广州市委书记林克庆,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1653378496, 广东省,,,False,2022-05-21
6,14798029,4813557,2823,2,4.0,0,梦***,朱村大华东郡严重涉及虚假宣传，请领导为民做主,尊敬的领导：  您好，我于2021年3月购入上海大华集团在广州增城的楼盘大华东郡，该楼盘在文案材料中大肆宣传会配备九年一贯制公立名校，...,1653115650,120.230.131.*,办理中,待回复,线下交办,0,2,增城区委书记,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1653194074, 广东省,,,False,2022-05-21
7,14797320,6891402,4440,6,14.0,0,李***,关于孩子秋季能够入读黄河路小学的请求信,我于2021年3月份购买了包河区城建琥珀晴川里小区（上海路与黄河支路交叉口东南角），该小区位于黄河路小学对面，小学学区属于黄河路小学。,1653110666,36.7.140.*,已办理,已办理,线下交办,0,1,包河区委书记,求助,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1653143277, 安徽省 合肥市,,,False,2022-05-21
8,14796867,2771356,1030,1,2.0,0,车***,接收证明是否有具体规定可否开具,本人因工作原因目前滞留在上海市奉贤区已两个月之久，目前奉贤区社会面已连续清零，想申请返回，但是这边开具离沪证明需要本人在肥居住社区出具...,1653107768,117.143.140.*,已办理,已一次评价,未交办,0,0,合肥市市长罗云峰,咨询,政务,微信小程序,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1653292451, 上海市,,,False,2022-05-21
9,14796121,2710629,2451,5,6.0,0,豫***,范县马桥收费站,言语态度就像混混头子，头也不回从头到尾都没停下拿正眼看我一下，我心想他们也辛苦烈日炎炎，下午了心情烦躁难免的，我外婆要火化赶着回去，多一事不如少一事，做核酸和抗原过程中，没有任何标识，没有人维持秩序，...,1653103527,111.14.53.*,已办理,已办理,未交办,0,0,范县县委书记,建言,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1653229026, 山东省 东营市,,,False,2022-05-21
0,14796017,6446548,4186,2,4.0,0,逆***,极氪汽车公司区别对待消费者,本人因心急提车，4月17日购买了上海车友订单号为B02110291M565X的订单！5月18日，极氪工作人员发邮件到公司总部更改车主信...,1653102989,49.93.0.*,已办理,已办理,未交办,0,1,北仑区委书记,投诉,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1653273904, 江苏省 南京市,,,False,2022-05-21
1,14795046,1763117,1428,6,7.0,0,开***,入夏用水难,您好市长，我是金凤区上海西路人民巷唐堤慧苑小区的居民，住四楼，属于市政供水。我们小区一到入夏时节，四楼和三楼就会用水特别困难。只有早上...,1653097940,111.49.18.*,已办理,已一次评价,未交办,0,0,银川市市长赵旭辉,求助,城建,客户端,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,3,1653273904, 宁夏回族自治区 银川市,,,False,2022-05-21
2,14795029,6890736,3516,5,12.0,0,龙***,妇女hpv需要加强宣传，让所有女性都能接种，,现在卫健委提倡妇女hpv越早接种对我们女性得到保护，让县里多宣传这方面知识让更多到年龄女孩接种，还有我求助一件事，我的hpv在上海接种...,1653097871,223.104.175.*,已办理,已办理,未交办,0,0,义县县委书记,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1653273904, 北京市,,,False,2022-05-21
3,14793706,1238245,585,5,14.0,0,清***,关于出台贵州籍生源回黔参加专升本考试政策建议,为了让更多本省籍生源多一条学业上的上升通道，目前上海，青海等省市区，已调整放宽专升本报考政策，允许在省外就读的本省籍生源，甚至往届毕业...,1653088980,39.128.26.*,待回复,待回复,未交办,0,0,贵州省委书记谌贻琴,建言,教育,客户端,,,,,0,1,,,,,,,0,0,1653194074, 北京市,,,False,2022-05-20
4,14792250,6889602,555,6,13.0,0,W***,养猪场污染环境,上海绿华镇华西村养猪场，半夜排污，整个村子恶臭难闻，为什么反应了这么多年了，没有人去处理？希望领导们重视一下。,1653059760,101.86.242.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,环保,微信小程序,,,,,0,1,,,,,,,0,0,1653115524, 上海市,,,False,2022-05-20
5,14791385,6867680,4061,1,12.0,0,就***,上海浦东新区可以返回巨野嘛,您好领导我在上海浦东新区高东镇所在地区已是防范区请问一下现在可以返乡嘛有什么要求吗,1653054211,223.104.211.*,已办理,已办理,未交办,0,1,巨野县委书记,咨询,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1653143277, 北京市,,,False,2022-05-20
6,14790266,5708225,555,6,7.0,0,W***,求助,光大三期生产用房、地址松江区中德路99号光大电缆有限公司，总包单位上海昀升送变电工程有限公司、项目负责人董*，我老板陈*涛、我是做油漆...,1653047432,223.104.210.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1653143277, 北京市,,,False,2022-05-20
7,14789646,5282908,559,2,4.0,0,W***,质疑天猫国际进口超市海关信息造假,您好，我在淘宝app的天猫国际进口超市购买了一款商品，公示出来的物流信息中有海关清关这一项，但是我在掌上海关app查询我身份信息的清关...,1653043086,175.167.146.*,已办理,已办理,未交办,0,0,浙江省委书记袁家军,投诉,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1653229026, 辽宁省 沈阳市,,,False,2022-05-20
8,14788746,6887905,2232,6,1.0,0,皓***,上海返乡政策,书记你好，我是在沪上学的应城学子，暑期计划从上海返回应城，请问现在应城有关的防疫政策,1653037468,223.167.0.*,已办理,已办理,线下交办,0,0,应城市委书记,求助,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1653206063, 上海市,,,False,2022-05-20
9,14788514,5652202,2519,6,7.0,0,勇***,殷实园广场就业人员生计问题,是因为有人一直打电话投诉，里面生意出的太多太乱，影响了市民散步，这点问题确实存在， 我家三口人，现在父母不能出摊了，全家只能依靠我每个月2000多元的工资，时间久了肯定也支撑不下去，如果要是因为疫情原...,1653036313,117.159.248.*,已办理,已办理,未交办,0,0,新蔡县委书记邵奉公,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1653116983, 河南省,,,False,2022-05-20
0,14788395,2841759,1220,5,7.0,0,W***,提高住房公积金贷款额度,目前深圳房价很高，但是公积金最高夫妻双方贷款仅90万，比如上海北京都是120万以上，希望考虑提高夫妻双方贷款额度满足人民群众合理住房需...,1653035708,183.14.28.*,待回复,待回复,未交办,0,0,深圳市市长覃伟中,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1653143277, 广东省 深圳市,,,False,2022-05-20
1,14788066,2966844,2486,1,6.0,0,a***,从上海回去,现在从上海回虞城县需要什么条件，虞城县什么政策,1653033972,101.82.243.*,已办理,已一次评价,未交办,0,0,虞城县委书记,咨询,交通,客户端,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1653143277, 上海市,,,False,2022-05-20
2,14786762,6886733,2335,6,9.0,0,高***,求安置,我和妻子带着另外一个孩子在上海工作，我是一名医务工作者，为了抗疫已经三年没有回过家了，现在却“无家可归了”，希望领导给予关注和解决！,1653026548,61.165.193.*,已办理,已办理,未交办,0,2,灵璧县委书记,求助,三农,手机浏览器,,,,,0,1,,,,,,,0,0,1653308692, 上海市,,,False,2022-05-20
3,14786667,6882634,1142,6,14.0,0,W***,高校学生回平,平顶山籍学生在上海复旦大学上学，暑假放假回平，无交通，火车停运，中途中转不安全，求助怎样安排回平返平？,1653026037,120.216.230.*,已办理,已办理,未交办,0,2,平顶山市市长赵文峰,求助,教育,微信小程序,,,,,0,1,,,,,,,0,0,1653180332, 河南省,,,False,2022-05-20
4,14786321,6628656,569,5,7.0,0,豆***,住房公积金政策无法支持特定民众住房需求,目前上海等多地的公积金政策在夫妻离异后都可以将住房贷款变更到有房一方名下。请领导研判，满足更多民众正常住房需求。,1653023758,106.34.168.*,待回复,待回复,未交办,0,0,河南省委书记楼阳生,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1653113135, 河南省,,,False,2022-05-20
5,14785596,6870606,965,2,11.0,0,l***,不发工资,我于2022年2月15日通过上海张*职介中介入职上海识*信息有限公司...,1653019694,117.136.119.*,已办理,已办理,未交办,0,0,嘉定区委书记陆方舟,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1653143277, 北京市,,,False,2022-05-20
6,14784313,6881136,1015,6,11.0,0,蔡***,拖欠农民工工资,22年1月5日我带领11位农民工，前往浙江省安吉县灵峰街道万章路188号，浙江璞圆实业有限公司安吉英迪格酒店，做水磨石安装工，由中筑（上海</labe...,1653013996,120.43.39.*,已办理,已办理,未交办,0,1,湖州市委书记陈浩,求助,就业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1653111995, 福建省 宁德市,,,False,2022-05-20
7,14780987,3181041,1030,2,13.0,0,火***,举报合肥肥西县严重工厂排放大气污染,"我们是5位一起工作同事，2个月前,分别从广州,武汉,重庆和上海来到合肥肥西县一家企业,加入企业开创事业。",1652977259,36.161.116.*,已办理,已一次评价,未交办,0,1,合肥市市长罗云峰,投诉,环保,客户端,,,,,0,1,,,2.2,1.0,5.0,1.0,0,0,1653117211, 北京市,,,False,2022-05-19
8,14778444,4176994,2352,6,2.0,0,W***,契税代缴,你好 领导 目前全家人都在上海 回不去 但是家里买的房子（利辛邦泰国宾府）需要交契税 已经违约了 家庭承担不起 因疫情未结束 也不想回...,1652961857,101.229.235.*,已办理,已办理,未交办,0,0,利辛县委书记,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1653108021, 上海市,,,False,2022-05-19
9,14777160,6882436,2171,2,7.0,0,空***,青菱绿地大都会不能按期交房,去年年底至今年年初，绿地大都会基本说是停工状态，后来再我们业主一次次协调下，开始动工，下个月就要交房，但是电梯还没到，回复是上海疫情影...,1652954372,120.202.35.*,待回复,待回复,未交办,0,1,洪山区委书记,投诉,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1653206063, 湖北省 武汉市,,,False,2022-05-19
0,14774971,6881095,555,2,2.0,0,s***,维修基金,尊敬的领导，我是上海市奉贤区海湾镇明城路1198弄明城海湾新苑业主，现在向您反应本小区现状，我们这一届的业委会不是民意选举，直接内定，...,1652944736,101.85.93.*,已办理,已办理,未交办,0,0,上海市委书记李强,投诉,政务,客户端,,,,,0,1,,,,,,,0,0,1653099153, 上海市,,,False,2022-05-19
1,14774407,6880962,2494,6,14.0,0,袁***,外地上学儿童转回老家上小学。,本人一家4口在上海打工，小孩马上就要幼儿园毕业了，由于上海疫情影响，...,1652942154,120.204.172.*,已办理,已办理,未交办,0,0,淮滨县委书记,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1653035399, 上海市,,,False,2022-05-19
2,14772027,6323408,583,2,5.0,0,大***,四川航空不做为，取消航班，电话24小时没人接,本人预定的5月23日从上海飞往西安的四川航空3U8212，在19日晚接到航班取消的短信：1. 突然收到航班取消，被迫准备改签。但查到有...,1652930649,39.144.43.*,已办理,已办理,线上交办,0,0,四川省委书记王晓晖,投诉,旅游,PC浏览器,,,,,0,1,,,,,,,0,0,1653229026, 北京市,,,False,2022-05-19
3,14771300,6580627,559,2,7.0,0,W***,嘉兴地区售后包租问题频发，反应问题嘉兴只转送,我们众多业主被宣传（内容为会建设崇福轻轨站，接通上海杭州增加至崇福人流量消费购物）购入名城广场，后发现是宣传多次反应希望上级单位管理都...,1652928101,111.0.238.*,已办理,已一次评价,未交办,0,0,浙江省委书记袁家军,投诉,城建,PC浏览器,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,1,1652942106, 浙江省 杭州市,,,False,2022-05-19
4,14771238,3757225,1009,2,6.0,0,小***,拖欠设备租赁款不还还请书记帮帮我们谢谢,您好，我司是上海的一家企业（上海蜀南建筑劳务有限公司），现在我想反映...,1652927877,101.224.111.*,已办理,已一次评价,未交办,0,0,宁波市委书记彭佳学,投诉,交通,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1652942106, 上海市,,,False,2022-05-19
5,14770446,6878713,1483,6,14.0,0,杨***,中央公园北小学教育,您好，尊敬的区委书记，我是一名今年毕业的上海应届研究生，由于家乡是在重庆，放弃了大家羡慕的<label style='color:re...,1652925199,183.229.198.*,已办理,已办理,线上交办,0,1,渝北区委书记,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1652942106, 重庆市,,,False,2022-05-19
6,14768027,6275071,1052,5,11.0,0,盛***,希望市里招商引资一些印刷包装厂企业,"我们宿州市的印刷包装厂企业很少，

希望市长招商引资可以招一些印刷包装企业到宿马园区，现在杭州帮扶宿州，可以从杭州，宁波，南京，苏州，上海</labe...",1652906757,36.28.103.*,已办理,已办理,未交办,0,1,宿州市市长王启荣,建言,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1652942106, 浙江省 杭州市,,,False,2022-05-18
7,14767814,6749563,556,5,6.0,0,W***,浦锦街道+浦江镇区域需新地铁运力,看到目前上海19号线规划从凌兆新村开始转向闵行区浦西部分。作为“惬意浦锦”，高峰时期8号线乘客在满员小车厢忍受的过度拥挤却实在辛酸。,1652894425,101.88.55.*,已办理,已办理,未交办,0,2,上海市市长龚正,建言,交通,微信小程序,,,,,0,1,,,,,,,0,0,1652925646, 上海市,,,False,2022-05-18
8,14767804,6877725,1007,5,2.0,0,W***,关于大学生返乡隔离自费的问题,近期大量上海大学生返回杭州，但是包括萧山区，上城区等在内的大多数区要求自费隔离，费用在300-500元不等，对于大学生而言负担过重，希...,1652894034,39.144.103.*,已办理,已办理,未交办,0,1,杭州市委书记刘捷,建言,政务,微信小程序,,,,,0,1,,,,,,,0,0,1652925646, 北京市,,,False,2022-05-18
9,14767631,6877620,2351,1,9.0,0,d***,现在人在上海能回蒙城吗,由于快到收麦子的时候了，家里有十几亩小麦要收割，家里没人，都在外面务工，而且都在上海，由于<label style='color:re...,1652890613,183.192.85.*,已办理,已办理,未交办,0,0,蒙城县委书记,咨询,三农,手机浏览器,,,,,0,1,,,,,,,0,0,1652941945, 上海市,,,False,2022-05-18
0,14767335,6877417,565,2,13.0,0,优***,居民楼楼下开设餐饮店油烟扰民,尊敬的市委书记您好，我是居住于南昌市上海路523号楼的居民，这栋楼是属于居民居住楼层楼下一二楼属于店铺，全是餐饮店有几家是做夜间餐饮的...,1652887524,59.53.129.*,办理中,待回复,线上交办,0,0,江西省委书记易炼红,投诉,环保,手机浏览器,,,,,0,1,,,,,,,0,0,1653041371, 江西省 南昌市,,,False,2022-05-18
1,14766141,6876817,954,2,4.0,0,八***,天天拍车上海谨务汽车技术咨询有限公司随意扣除,5.18号在天天拍车拍卖一台5星框架（车身框架无事故）的凯迪拉克车辆档案（id:63789642）黑色汽车，通过第三方车300平台查询维修保养记录，此车墙面倒塌报过保险大事故车辆，天天拍车以以拍为由，...,1652880846,171.223.63.*,待回复,待回复,未交办,0,0,普陀区区长肖文高,投诉,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1652925950, 四川省 成都市,,,False,2022-05-18
2,14762717,6874923,969,6,7.0,0,W***,尚云里小区内贴近阳台种植高乔木水衫,地下车库位置本就不应该种植高大乔木，种植深度不够，搞个土堆，后期安全不能保证，上海多台风。请求移植合理栽种位置！现小区处于前期交房整改...,1652863657,61.152.193.*,已办理,已办理,未交办,0,0,松江区委书记程向民,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,2,1652925646, 上海市,,,False,2022-05-18
3,14762536,4985404,558,6,2.0,0,e***,罕见病DMD用药用生命在等药的孩子们,尊敬的领导:       我江苏省常州市居民，我儿子于2021年经上海复旦儿童医院确诊为(DMD，假肥大型)进行性肌营养不良。,1652862873,222.185.38.*,已办理,已一次评价,线上交办,0,0,江苏省省长许昆林,求助,政务,客户端,,,,,0,1,0.0,,3.5,2.0,5.0,4.0,0,1,1653027903, 江苏省 常州市,,,False,2022-05-18
4,14762449,6745668,982,5,7.0,0,孤***,垃圾分类责任性工作强加给物业公司，合理吗,为什么上海和苏州垃圾分类是政府主导，政府提供志愿者，政府作为主责单位推进，而南京要把对于国家和人民这么重要的一项工作，交给一个本就脆弱...,1652862555,117.89.115.*,已办理,已办理,线上交办,0,0,南京市市长夏心旻,建言,城建,客户端,,,,,0,1,,,,,,,0,0,1652950874, 江苏省 南京市,,,False,2022-05-18
5,14760443,6873510,1621,6,7.0,0,c***,荣盛锦绣书院何时开工,但该楼盘自2021年10月至今处于停工状态，据悉该楼盘未复工原因是总包单位主要管理人员在上海隔离，但荣盛地产为河北省企业，在石家庄也有...,1652854340,124.239.168.*,办理中,待回复,线下交办,0,0,裕华区委书记,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1652942106, 河北省 保定市,,,False,2022-05-18
6,14758050,4397068,1368,5,6.0,0,海***,希望西安老人免费乘车年龄门槛从70岁往下降低,2016年，上海市将老年人免费乘车政策改为发放综合津贴，惠及更多长期因各种原因不方便乘车的老年人，更加体现政策的公平合理性。,1652843980,218.200.52.*,已办理,已办理,未交办,0,1,西安市市长李明远,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1652880731, 陕西省 西安市,,,False,2022-05-18
7,14756546,4015904,555,2,4.0,0,W***,问题反映,奇红家政招聘疫当时2022年4月13号，我在苏州网上看到，我问她怎么招的，她说900一天，到上海口虹桥站有车接，中介费1000元，我说...,1652839054,58.37.63.*,已办理,已办理,未交办,0,0,上海市委书记李强,投诉,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1652880731, 上海市,,,False,2022-05-18
8,14756505,6384687,1367,2,12.0,0,张***,生育津贴拖了一年了不发,上海外服（陕西）人力资源有限公司，我2021年4月份做了流产手术，术后第一时间上交了资料报销，因管这个业务的负责人怀孕休产假，走的时候...,1652838924,113.132.82.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,投诉,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1652880731, 陕西省 西安市,,,False,2022-05-18
9,14755949,6863233,556,2,4.0,0,藏***,要求上海蛋蛋汽车服务有限公司退还首付和订金,"公司全称：上海蛋蛋汽车服务有限公司
注册地址：上海市普陀区祁连山南路...",1652836634,39.144.81.*,已办理,已办理,未交办,0,0,上海市市长龚正,投诉,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1652859830, 北京市,,,False,2022-05-18
0,14755118,6863329,1395,6,9.0,0,打***,留言条,我来此信就是想问问，上海高风险地区务工人员能否都受到补助，由于疫情原因住院报销是不是需要很多程序。,1652832681,39.144.44.*,已办理,已办理,未交办,0,0,天水市委书记张永霞,求助,三农,客户端,,,,,0,1,,,,,,,0,0,1652880731, 北京市,,,False,2022-05-18
1,14755082,6863329,1395,6,9.0,0,打***,留言条,"尊敬的领导您好：
        我和我老公都在上海高风险地区浦东新区打工，由于疫情原因，至2022年3月12号就停工直到今天已经有6...",1652832417,39.144.44.*,已办理,已办理,未交办,0,0,天水市委书记张永霞,求助,三农,客户端,,,,,0,1,,,,,,,0,0,1652880731, 北京市,,,False,2022-05-18
2,14754978,1452543,556,5,7.0,0,W***,新落户上海人才购房难问题之首套房认定,上海认房认贷政策实行已有多年，政策对炒房一族的遏制及保护刚需的确起到了作用，但是也把在<label style='color:red'...,1652831533,58.33.102.*,已办理,已办理,未交办,0,0,上海市市长龚正,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1652847180, 上海市,,,False,2022-05-17
3,14753250,4770665,555,2,4.0,0,天***,拼多多平台违规同意买家退款不退货回来,我在上海寻梦有限公司的拼多多平台开店，5月9日一笔订单  订单号  220418-656875253222503   买家申请退货退款...,1652799864,120.11.1.*,已办理,已办理,未交办,0,0,上海市委书记李强,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1652847180, 河北省 沧州市,,,False,2022-05-17
4,14752565,5194505,1227,1,7.0,0,W***,灵龟园 景区边的海滨公园，增加照明灯建议,晚上海滨公园的小道上很多人散步跑步遛娃，但是这里却没有安装照明设备，想咨询一下，是否有计划在海滨公园的小道上安装一些照明的设备？,1652796178,120.235.45.*,已办理,已一次评价,未交办,0,0,佛山市委书记郑轲,咨询,城建,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1652847180, 广东省,,,False,2022-05-17
5,14752502,6869321,1105,6,14.0,0,郝***,关于公平对待名校特招人才的请求,我是博山区第六中学的一名教师，毕业于山东大学，我是您来到淄博后提出名校人才特招行动（2019年12月上海站）的第一批应聘者。,1652795857,223.104.196.*,已办理,已办理,未交办,0,1,淄博市委书记江敦涛,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1652925646, 山西省,,,False,2022-05-17
6,14752184,6361558,591,5,4.0,0,W***,西安三星三期何时开始动工,2.武汉有长江存储，无锡有华虹，合肥有长鑫存储，重庆有华立，上海有中芯国际等国产半导体芯片生产公司，什么时候西安有自己的“长安存储”，...,1652794467,171.113.78.*,待回复,待回复,未交办,0,1,陕西省委书记刘国中,建言,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1652880731, 湖北省 武汉市,,,False,2022-05-17
7,14750949,6868519,539,5,14.0,0,z***,长期在京工作的非京籍子女高考问题 ,如鲠在喉的问题，期待北京市领导能切实考虑，并能尽快实施，比如扩大积分落户的规模，比如参照上海模式出台积分制政策，让外地孩子参加普通高考...,1652788023,120.244.162.*,已办理,已办理,线下交办,0,1,北京市委书记蔡奇,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1652840002, 北京市,,,False,2022-05-17
8,14750114,6867906,577,2,2.0,0,一***,工作十几年的失业人员只申领到了3个月失业保险,本人在自治区，桂林市、武汉、上海等地都有缴纳社保和失业保险，办理失业保险业务时候南宁市社保局未能尽告知义务并协助办理转移社保，导致我错...,1652783152,117.181.236.*,待回复,待回复,未交办,0,0,广西壮族自治区党委书记刘宁,投诉,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1652925646, 北京市,,,False,2022-05-17
9,14749097,6867362,561,2,6.0,0,合***,肥明珠路下穿集贤路工程,合肥明珠路下穿集贤路工程至今未通且处于停工状态，严重影响周边居民生活，导致经开区20万人只能通过翡翠路出行，导致翡翠路出行压力极大，天天爆堵，每次留言都是说正在跟<label style='color...,1652777949,117.67.247.*,已办理,已办理,未交办,0,0,安徽省委书记郑栅洁,投诉,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1652847180, 安徽省 滁州市,,,False,2022-05-17
0,14748187,3024476,555,5,7.0,0,小***,异地租房提取住房公积金业务,得知上海公积金只能本地租房使用，但对于施工企业来说，本人在上海交的公...,1652774434,123.160.203.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1652859830, 河南省 郑州市,,,False,2022-05-17
