,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,mobile,tag,shisiwu,date
5,13713822,1471414,1367,5,7.0,0,西***,道路标示线,坡度大，转弯急，但桥上的道路分道线因时间原因早已看不清楚，经常会因此引发交通事故，希望相关部门能进行施划，同时该桥并无标识禁止非机动车通行，随意能否在施划表现得同时也能考虑到非机动车的通行并做一定程度...,1646797612,113.140.82.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1646925733, 陕西省 西安市,,,False,2022-03-09 00:00:00
6,13713110,6288510,593,6,2.0,116,孑***,疫情下省考临近的在校生,我是一名即将毕业的大四学生，在兰州读书，报考了甘肃省省考，要去天水考试，最近兰州疫情原因，也咨询了相关部门，关于考试的疫情防控政策，但都说没有明确的通知，现在焦虑的是，我们要不要先回去在家<label...,1646795519,36.142.185.*,已办理,已办理,未交办,0,1,甘肃省委书记尹弘,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1646968753, 北京市,,,False,2022-03-09 00:00:00
7,13713028,6213762,554,2,12.0,116,O***,关于抗疫人员的补助问题,我是哈尔滨市黑龙江省医院的一名护士，在疫情期间参加核酸采集，并多次进入隔离点支援，在外支援期间停发科室奖金，但是抗疫补助如今已经过去数...,1646795298,2408:8438:110:94e:e455:aae9:7c2f.*,已办理,已办理,线上交办,0,0,黑龙江省省长胡昌升,投诉,医疗,黑龙江省政府网站,,,,,0,1,,,,,,,0,0,1646894631,热心网友,,,False,2022-03-09 00:00:00
8,13711758,6287641,3914,6,14.0,0,徐***,上海大学生退伍士官国家专项政策专升本考试,尊敬的领导，莱西市防疫指挥部:我女儿叫吴**，家住滨河嘉园小区，2021年9月退伍，根据国家退伍士兵专项优待政策，3月14日报名，4月9号考试，上海要求返上海人员须在上海本地<label style=...,1646792055,223.79.12.*,已办理,已办理,线下交办,0,0,莱西市委书记,求助,教育,客户端,,,,,0,1,,,,,,,0,0,1646884981, 山东省 聊城市,,,False,2022-03-09 00:00:00
9,13711669,6287663,4439,9,7.0,0,W***,感谢政府领导及时响应,无意中致电到12345座机投诉了市幼儿园门前南北路隔离带过高问题，抱着试试看的想法，已经做好解决不了的准备，因临近幼儿园，肯定也是出于...,1646791778,175.167.154.*,已办理,已办理,未交办,0,0,北镇市委书记,感谢,城建,微信小程序,,,,,0,1,,,,,,,0,0,1646903940, 辽宁省 沈阳市,,,False,2022-03-09 00:00:00
0,13709792,6286428,746,2,6.0,0,b***,丰台区泽汇街及万芳路汽车乱停乱放现象,最近丰台区泽汇街及万芳路（泽汇街至丰台东路路段）进行了道路设施管理，将道路两侧划上了汽车禁停线，规范了非机动车及电动车停放区域，并撤走了道路中间的隔离...,1646786268,111.203.106.*,已办理,已一次评价,未交办,0,0,丰台区区长初军威,投诉,交通,PC浏览器,,,,,0,1,,,4.2,3.0,5.0,5.0,0,0,1646897981, 北京市,,,False,2022-03-09 00:00:00
1,13709644,4215824,751,2,7.0,0,有***,大石河路段安装隔离板严重影响上班通行,青龙湖坨里水泥厂后面那条大石河路段现在安装栏板，早上上班、下午下班车多严重堵车错车困难，还有栏板不透光冬天下雪很难融化（没有部门撒盐），容易发生事故！,1646785714,117.136.0.*,已办理,已办理,未交办,0,0,房山区委书记陈清,投诉,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1646816319, 北京市,,,False,2022-03-09 00:00:00
2,13707631,6285782,593,2,7.0,0,摆***,装修太吵,家里有高中学生因为接触过新区人员在居家隔离。白天需要上网课。希望领导给解决一下。疫情过后他们在装修也不持。疫情当前也不允许聚集装修,1646757594,125.76.35.*,已办理,已办理,未交办,0,0,甘肃省委书记尹弘,投诉,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1646884343, 甘肃省 兰州市,,,False,2022-03-08 00:00:00
3,13704460,6272732,1468,2,6.0,0,W***,投诉义渡公园噪音问题,尊敬的领导:大渡口义渡公园，义渡古镇免费对市民开放，让市民有个休闲的好去处，义度公园是大渡口的景点之一，但紧邻内环快速，公园内从早到晚噪音不断，严重影响市民休闲情绪，希望政府在公园入口至大桥一段修建噪...,1646743310,106.84.196.*,已办理,已办理,线下交办,0,0,大渡口区区长张国智,投诉,交通,微信小程序,,,,,0,1,,,,,,,0,0,1646883565, 重庆市,,,False,2022-03-08 00:00:00
4,13703817,1654083,1315,2,6.0,0,致***,管理一下红星路中迪广场一期商业乱停乱放的问题,莲花湖红星路中迪广场一期商业这条路晚上乱停乱放太严重了，本来有20多个人，却停了40多个车，乱停乱放，严重堵塞人行道和消防通道，更有甚者强行毁坏公园隔...,1646741128,171.218.100.*,已办理,已办理,线下交办,0,0,达州市委书记邵革军,投诉,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1646915817, 四川省 成都市,,,False,2022-03-08 00:00:00
5,13703144,5162714,1377,6,7.0,0,y***,不通网络，何谈智慧城市？,"尊敬的领导：
   延安市宝塔区红花煜城阳光20号楼合同与2021年8月1日交付，开发商提前与6月5日完成交付，现在好多业主已办理入住，疫情期间隔离<...",1646738545,117.61.244.*,已办理,已办理,线下交办,0,0,延安市委书记赵刚,求助,城建,客户端,,,,,0,1,,,,,,,0,0,1646821155, 江苏省 宿迁市,,,False,2022-03-08 00:00:00
6,13698257,6278507,1170,2,14.0,116,W***,延迟开学和教资冲突,2.教师资格证考试于3.22开考，本人考点位于**学院，但是本人居住在湖北恩施，去武汉考试就会面临隔离等情况（并且路费贵）3.教师资格...,1646721495,117.153.198.*,已办理,已办理,未交办,0,0,武汉市市长程用文,投诉,教育,微信小程序,,,,,0,1,0.0,,,,,,0,1,1646874385, 北京市,,,False,2022-03-08 00:00:00
7,13697412,6268632,965,6,11.0,0,1***,公司强制扣年休调休,公司名称上海畅富物流有限公司  地址嘉定区霍成1号，我们附近宝安公路包装城已经确诊五例了，我们在隔壁汽配城，已经居家隔离14天，在这期...,1646717938,220.196.60.*,已办理,已一次评价,未交办,0,0,嘉定区委书记陆方舟,求助,就业,客户端,,,,,0,1,0.0,,2.5,1.0,4.0,3.0,0,1,1646989519, 上海市,,,False,2022-03-08 00:00:00
8,13697214,6277911,3281,6,14.0,116,Z***,延迟返校学生，返校求助,我想能否让学生进校，直接在校内做完然后隔离到结果出来。感谢您的帮助,1646717122,111.34.120.*,已办理,已办理,未交办,0,0,南岗区委书记,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1646742047, 山东省 济南市,,,False,2022-03-08 00:00:00
9,13696841,6277744,1367,2,12.0,116,j***,西安市一码通转码复杂,我小孩就读西安电子科技大学南校区，今年2月16日从苏州返校，因当时苏州有新冠疫情，所以我小孩在学校里集中隔离到3月2日，按照规定进行了...,1646715699,218.4.59.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,投诉,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1646796704, 江苏省 苏州市,,,False,2022-03-08 00:00:00
0,13696677,2131856,1289,2,1.0,0,L***,投诉黄金东二路乱停车,每天入口并排停满车辆，连婴儿车都推不过去，希望相关部门能够在入口处加装隔离桩，保证大人小孩的安全，给周围居民一个安全舒适的环境。谢谢！,1646714891,117.136.65.*,已办理,已办理,未交办,0,0,成都市委书记施小琳,投诉,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1646977997, 北京市,,,False,2022-03-08 00:00:00
1,13696386,5070208,755,2,6.0,0,我***,机动车借非机动车道行驶,这段路本来有绿化带将机动车和非机动隔离开，提高了出行安全，但现在这种借路行驶情况频繁发生，作为非机动车交通参与者感觉很不安全。,1646713597,61.149.253.*,已办理,已一次评价,未交办,0,0,顺义区委书记高朋,投诉,交通,客户端,,,,,0,1,,,1.9,1.0,2.0,3.0,0,0,1646806507, 北京市,,,False,2022-03-08 00:00:00
2,13695276,5146137,2435,1,7.0,0,江***,我们小区周边商铺门前停车位又被私自装上隔离桩,我是龙栖湾小区的业主，我们小区两侧商铺和滨湖新城南门两侧的商铺门前的停车位都被私自装上隔离桩了，比如龙栖湾北门西侧的超市门前，滨湖新城...,1646709309,123.15.78.*,已办理,已办理,线下交办,0,1,长垣市委书记范文卿,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1646743123, 河南省 新乡市,,,False,2022-03-08 00:00:00
3,13694703,3818709,583,1,7.0,0,W***,成都市东西轴线二环至三环道路改造工程,成都市东西轴线二环至三环道路（双桂路，迎晖路）改造工程基本完工，其绿化效果为什么这么差，不管是车道隔离带还是人行道辅道两侧，基本都是草...,1646707645,171.218.92.*,已办理,已办理,线上交办,0,0,四川省委书记王晓晖,咨询,城建,微信小程序,,,,,0,1,,,,,,,0,0,1646743123, 四川省 成都市,,,False,2022-03-08 00:00:00
4,13694067,3665457,902,1,12.0,116,W***,长春的疫情防控政策咨询,在什么条件下会被集中隔离、隔离多少天？什么条件下会被居家<label...,1646705866,175.19.10.*,已办理,已办理,未交办,0,0,长春市市长王子联,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1646903940, 吉林省 长春市,,,False,2022-03-08 00:00:00
5,13692220,6252192,1467,2,7.0,0,W***,康田栖樾琅越江山小区旁内环快速噪音扰民,康田栖樾和琅越江山小区紧邻内环快速，内环快速车辆噪音24小时不绝于耳，严重影响居民生活，恳请政府牵头在道路两旁修建噪音隔离屏障，给居民...,1646699850,183.226.228.*,已办理,已办理,线下交办,0,0,大渡口区委书记余长明,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1646730159, 北京市,,,False,2022-03-08 00:00:00
6,13691601,6275265,1752,6,13.0,0,燕***,喇叭声音巨大 隔离酒店无法入睡,位于燕郊冶金路12号的谷满家快餐厅早餐店喇叭声音太大，凌晨5点就开始不停的循环播放，严重影响对面隔离酒店内休息。本来被<label s...,1646697161,222.222.73.*,已办理,已办理,未交办,0,0,三河市委书记,求助,环保,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1646878192, 河北省 廊坊市,,,False,2022-03-07 00:00:00
7,13691421,6275210,1139,5,6.0,0,Q***,地铁体育中心站过街隧道,地铁体育中心站下穿王城大道过街通道与太康路下穿通道连接在一起，中间采用的隔离柱难以阻止电动车，自行车通过，经常有电动车违规使用地铁直梯...,1646696164,39.144.177.*,办理中,待回复,线下交办,0,0,洛阳市委书记江凌,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1646806507, 北京市,,,False,2022-03-07 00:00:00
8,13685681,3628593,567,2,7.0,0,新***,投诉的只是回复，根本没有落实整改,车道隔离护栏，承诺春节前更换，到现在没有更换，且破损程度更加严重。,1646652902,117.136.95.*,已办理,已一次评价,未交办,0,0,山东省委书记李干杰,投诉,城建,微信小程序,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,1,1646723972, 北京市,,,False,2022-03-07 00:00:00
9,13685354,6272963,545,5,14.0,116,Z***,关于2022年度省考笔试疫情防控政策的建议,但疫情不可预料，借鉴今年的全国研究生考试和其他地区的招录考试的防疫政策，是否可以考虑对此类考生设置隔离考场、提供多次核酸或考后<lab...,1646651491,118.73.116.*,待回复,待回复,未交办,0,0,山西省委书记林武,建言,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1646707934, 山西省 临汾市,,,False,2022-03-07 00:00:00
0,13684315,6180671,745,5,7.0,0,W***,马家楼路和康华路未移交市政，形成监管难,同时也回复说目前存在的安全隐患只能沟通街道将拆除的道路隔离护栏加回来，无法再给出其他特别有效的解决办法。另外，由于这两条路缺乏治安监控...,1646647159,123.118.127.*,已办理,已办理,未交办,0,0,丰台区委书记徐贱云,建言,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1646795328, 北京市,,,False,2022-03-07 00:00:00
1,13684168,6272196,4705,2,5.0,116,我***,疫情在敦湖隔离标准多少钱,3月5日在敦湖酒店入住，3月6日突发疫情早上不让退房，下午酒店回复要嘛续费、要嘛退房。因为每日收费400，和酒店交涉无任何退让，酒店要求退房，让我们换酒店，之间产生的疫情风险担忧，留费用太高，国家政府...,1646646554,42.88.168.*,已办理,已办理,未交办,0,1,兰州新区党工委书记,投诉,旅游,手机浏览器,,,,,0,1,,,,,,,0,0,1646794692, 甘肃省 兰州市,,,False,2022-03-07 00:00:00
2,13684053,6272236,588,6,11.0,116,Y***,2022云南省公务员考试抵边县市考试问题,我是2022年云南省省公务员考试盈江的报名考生，因疫情影响，现在从盈江去芒市、隆阳区都要被隔离7天，而我本人又是在职备考的考生，没办法...,1646646179,222.219.12.*,已办理,已办理,未交办,0,1,云南省省长王予波,求助,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1646723972, 云南省 德宏傣族景颇族自治州,,,False,2022-03-07 00:00:00
3,13680506,1434268,1289,5,6.0,0,i***,关于黄金大道交通问题的几条建议,针对这一问题，建议取消红绿灯改修人行天桥，并且参照跨线桥另一半成都西站前的道路，在中心隔离带加装<label style='color...,1646635188,218.89.237.*,已办理,已办理,未交办,0,0,成都市委书记施小琳,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1646806507, 四川省 成都市,,,False,2022-03-07 00:00:00
4,13679279,1204208,1367,2,6.0,0,陈***,科技八路车辆违停,科技八路，车辆违停，是否可以在非机动车道，增加隔离墩避免车辆违停！,1646631123,222.90.52.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,投诉,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1646809487, 陕西省 西安市,,,False,2022-03-07 00:00:00
5,13677633,1613742,1367,2,11.0,0,c***,问题反映,之前一个月隔离，西安市华阳城玲珑苑，租的几间民宿，没有任何收入，请问有无补偿政策,1646625511,219.144.205.*,已办理,已一次解释,未交办,0,0,西安市委书记方红卫,投诉,就业,微信小程序,,,,,0,1,,,1.0,1.0,1.0,1.0,0,0,1646711548, 陕西省 西安市,,,False,2022-03-07 00:00:00
6,13677501,6268536,1220,5,6.0,116,w***,短期解除深圳外地车辆限行政策,目前深圳正面临较大的疫情防控压力，考虑到近期疫情严重，因为外地车辆限行很大部分群众都是只能乘坐公共交通，但是乘坐公共交通工具感染新冠的风险很大，一旦出现与感染者密接或者同时空伴随，就需要<label ...,1646625006,183.13.105.*,待回复,待回复,未交办,0,2,深圳市市长覃伟中,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1646711548, 广东省 深圳市,,,False,2022-03-07 00:00:00
7,13677388,5579723,2094,5,6.0,0,厦***,新阳大桥靠三岛侧桥面增设变线口,"领导您好：
新阳大桥靠三岛侧桥面有两条路，但中间有旧隔离带，车子无法互相驶入，导致中间车道车子较多，右转须驶出桥面再变道，去马銮湾带状...",1646624683,223.104.6.*,已办理,已办理,线下交办,0,2,海沧区委书记,建言,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1646711548, 福建省 福州市,,,False,2022-03-07 00:00:00
8,13677053,5148315,3965,5,6.0,0,多***,民主街中间安装隔离护栏吧,领导您好，民主街那么宽，但是那么难走，各种违规穿越马路的现象，危险又难看，影响市容,1646623776,120.224.85.*,已办理,已办理,未交办,0,1,寒亭区委书记,建言,交通,客户端,,,,,0,1,,,,,,,0,0,1646809487, 河南省,,,False,2022-03-07 00:00:00
9,13674414,1240075,2232,6,6.0,0,李***,应城长湖到盛滩孝洪和硚孝高速主干道拓宽6车道,应城长湖到盛滩是孝洪和硚孝西延高速到应城北联系城区和武荆高速的未来最重要交通主干道，比武荆高速更为重要，车流量更大，一定要超前规划建设，大手笔建设成双向六车道，两边预留各2米宽的非机动车道，车道加中间...,1646617180,183.93.180.*,已办理,已办理,线下交办,0,1,应城市委书记,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1646817526, 湖北省 襄樊市,,,False,2022-03-07 00:00:00
0,13673339,3113295,4700,2,6.0,0,成***,华阳区域道路增加机动车与非机动车隔离栅栏,"1、华阳区域道路各种非机动车乱飞，电瓶车，载客三轮，跑机动车道上乱开，造成大量事故，不安全。
2、三轮车不遵守规则，闯红灯。
3、华阳是天府新区重要区域，居住量大，确缺乏管理，交通一塌糊涂，请相关部门...",1646614020,39.144.138.*,已办理,已一次评价,线下交办,0,0,天府新区党工委书记,投诉,交通,客户端,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1646703657, 北京市,,,False,2022-03-07 00:00:00
1,13670616,3408749,918,9,12.0,116,Z***,感谢桥东社区和医护人员为梧桐郡居民排忧解难,服务梧桐郡的兄弟们辛苦了，我疫情前做了手术，隔离后无法去医院拆线了，拖了两天实在扛不住了打电话给社区傅**，马上安排医护人员于**、应...,1646582872,111.41.172.*,已办理,已办理,未交办,0,0,哈尔滨市市长张起翔,感谢,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1646656364, 北京市,,,False,2022-03-06 00:00:00
2,13670082,6263962,828,2,12.0,116,W***,健康码问题,市长您好，自太原有疫情以来，本人自觉在太原市尖草坪区水木清华小区自我隔离，至今已隔离...,1646579745,111.52.76.*,已办理,已办理,未交办,0,0,太原市市长张新伟,投诉,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1646655778, 山西省,,,False,2022-03-06 00:00:00
3,13669836,6265324,558,6,11.0,116,在***,能否解决被隔离学生参加教师资格证考试的事,我的孩子是东南大学建筑学院研究生，春节后从武汉按时到校，按疫情要求隔离管理，刚得知需要延长七天<label style='color:...,1646578734,171.115.1.*,办理中,待回复,线下交办,0,0,江苏省省长许昆林,求助,就业,微信小程序,,,,,0,1,,,,,,,0,0,1646784091, 湖北省 武汉市,,,False,2022-03-06 00:00:00
4,13666569,6182368,2729,2,12.0,0,W***,3月6日白马浪酒店隔离,七里河区白马浪酒店隔离点，送餐时间太迟，隔离人员生活基本需求得不到保...,1646566948,36.142.185.*,待回复,待回复,未交办,0,0,七里河区委书记,投诉,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1646699966, 北京市,,,False,2022-03-06 00:00:00
5,13665609,6263723,3669,2,12.0,144,Z***,疫情防控工作问题,您好，作为一名呼和浩特香格里小区的守法公民，我们遵照国家的规定进行隔离，在没有弄清楚我们本楼是否存在问题，就第一时间实施了酒店<lab...,1646563110,116.136.213.*,已办理,已办理,未交办,0,0,赛罕区委书记,投诉,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1646656247, 辽宁省 朝阳市,,,False,2022-03-06 00:00:00
6,13664570,6263153,1511,2,4.0,0,帮***,成渝铁路荣昌段太平洋广场二期附近噪音扰民,建议政府与成都铁路局联系开展建设隔离措施，已减少火车在此处鸣笛！阻扰行人不上轨道，火车就不会鸣笛！铁路二边设置围栏,1646558469,123.147.249.*,已办理,已办理,未交办,0,0,荣昌区委书记卢红,投诉,企业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1646662526, 重庆市,,,False,2022-03-06 00:00:00
7,13662263,6240282,1135,5,7.0,0,W***,建议撤掉小区道路隔离设施,1、中原区工人路北锦绣城、方圆经纬等小区道路摆满了石墩、钢管、花坛等隔离设施，既影响市民出行安全又破坏城市形象，形成的石头阵钢管阵既浪...,1646549473,42.236.186.*,已办理,已办理,线上交办,0,0,郑州市委书记安伟,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1646633380, 河南省 郑州市,,,False,2022-03-06 00:00:00
8,13660884,5440321,733,2,1.0,0,本***,广渠门桥由西向东下桥后第一个红绿灯路口设置,二、施画掉头加左转标线，去掉隔离护栏，疏导堵点。三、高峰时期适当增加左转绿灯时长。具体见图片,1646544817,223.104.39.*,已办理,已办理,线下交办,0,0,东城区委书记孙新军,投诉,治安,客户端,,,,,0,1,0.0,,,,,,0,1,1646741323, 北京市,,,False,2022-03-06 00:00:00
9,13660732,6252192,1467,6,7.0,0,W***,义渡公园及康田栖樾琅越江山噪音困扰,义渡古镇免费对市民开放，让市民休闲健身有了好去处，也是多彩艺术湾，公园大渡口这张城市名片的重要景点之一，但紧邻内环快速，公园内从早到晚噪声不绝于耳，严重影响市民休闲情绪，希望政府在公园步道入口至入口大...,1646544359,183.226.229.*,已办理,已办理,线下交办,0,0,大渡口区委书记余长明,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1646655778, 山西省,,,False,2022-03-06 00:00:00
0,13659449,6260701,539,2,1.0,0,夜***,情况反映,作为出入境特定隔离酒店北京市丰台区南苑警备东路的南苑汇睿天诚酒店在配送隔离</lab...,1646540302,180.88.96.*,已办理,已办理,线下交办,0,0,北京市委书记蔡奇,投诉,治安,客户端,,,,,0,1,,,,,,,0,0,1646620331, 北京市,,,False,2022-03-06 00:00:00
1,13658348,6260183,1956,2,1.0,0,h***,汉城街道凤城北路保罗假日酒店,但保罗假日酒店大厅里设置放外卖的桌子，（桌子上从来都只让楼上的隔离人员家属放给隔离<...,1646537401,111.18.245.*,已办理,已办理,未交办,0,0,未央区委书记,投诉,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1646797729, 北京市,,,False,2022-03-06 00:00:00
2,13658303,6260203,3818,1,12.0,0,M***,时空伴随者被集中隔离是否为自费,我想咨询一下时空伴随者被集中隔离期间的费用是自费吗？,1646537299,218.26.158.*,待回复,待回复,未交办,0,0,榆次区委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1646788237, 山西省 太原市,,,False,2022-03-06 00:00:00
3,13651216,5276771,1071,5,6.0,0,石***,大桥慢行方案,您好，泉州各主要桥梁多数没有慢行的措施，现在骑电动车过桥的人越来越多了，大桥上有的只有行人道，没有非机动车道，有的机动车道和非机动车道没有护栏隔离</...,1646491603,218.85.219.*,已办理,已一次评价,未交办,0,0,泉州市委书记刘建洋,建言,交通,客户端,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1646699966, 福建省 泉州市,,,False,2022-03-05 00:00:00
4,13649961,2471964,539,5,6.0,0,f***,关于来广营北路南口交通整治和拓宽改造的建议,但来广营北路南端（北纬40度小区西侧路段）道路设计不合理，道路狭窄，无单独隔离的人行道，而且自行车道经常被随意停车车辆完全占据，导致该...,1646487186,123.117.179.*,已办理,已办理,线下交办,0,0,北京市委书记蔡奇,建言,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1646703832, 北京市,,,False,2022-03-05 00:00:00
5,13649539,6256762,2303,6,14.0,0,r***,高考体检,领导你好，我是枞阳职业技术学院的一名挂学籍学生，高考体检时间和我体育单招时间冲突了，3.26要去沈阳考试 12号就得去 得隔离14天 ...,1646485858,117.154.92.*,已办理,已办理,未交办,0,0,枞阳县委书记,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1646574689, 北京市,,,False,2022-03-05 00:00:00
6,13648182,1265324,1136,2,7.0,0,子***,航空港区护航路绿化浇水外流问题,航空港区护航路中间绿化隔离带浇水，每次浇水都流的马路上路上都是，给过往行人非机动车造成了严重不便，还浪费水资源，严重违背建设资源节约型...,1646480569,223.104.111.*,已办理,已办理,未交办,0,0,郑州市市长何雄,投诉,城建,微信小程序,,,,,0,1,1.0,,,,,,0,1,1646710444, 山西省,,,False,2022-03-05 00:00:00
7,13647424,4601496,1304,5,6.0,0,洪***,南津北路、开善东路中间隔离栏缺失严重,前期因开善东路和南津北路道路施工，道路中间隔离栏缺失较多，该两条道路现已完工多时，但中间<label style='color:red...,1646477314,182.139.122.*,已办理,已办理,线上交办,0,0,遂宁市市长刘会英,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1646664465, 四川省 乐山市,,,False,2022-03-05 00:00:00
8,13646695,6255586,550,6,14.0,0,何***,关于系工人社区将居民辽事通健康码转黄码,本人系辽宁省盘锦市大洼区高级中学高三年级部高三33班在校学生，2022届参加辽宁省新高考，本人户籍所在地为葫芦岛市绥中县，从2022.2.8日以来本人自觉在家中<label style='color:...,1646474079,112.39.49.*,已办理,已办理,线下交办,0,2,辽宁省省长李乐成,求助,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1646662541, 上海市,,,False,2022-03-05 00:00:00
9,13646682,3022899,2517,1,12.0,0,回***,120接送隔离人员费用,领导您好，请问一下咱县对集中隔离人员有规定的收费标准吗？从驻马店西站到汝南集中隔离<...,1646474018,39.149.211.*,已办理,已办理,未交办,0,0,汝南县委书记,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1646662541, 北京市,,,False,2022-03-05 00:00:00
0,13646532,6255572,550,5,12.0,143,Z***,促进省内旅游消费，带动经济发展,辽宁省旅游资源众多，可是疫情影响下，好多人不敢旅游消费，建议省内人员旅游消费（景区门票凭证）遇疫情时免费隔离，或减少<label st...,1646473357,223.102.228.*,已办理,已办理,线下交办,0,0,辽宁省省长李乐成,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1646529685, 辽宁省,,,False,2022-03-05 00:00:00
1,13645653,6249343,554,5,12.0,116,H***,重视疫情防控工作,我是绥芬河市普通市民，目前在家隔离，特述说几个建议。口岸地区、铁路部门等，能否将接触境外物品、人员的工作人员按照防控等级，专门规划生活...,1646469723,112.101.51.*,办理中,待回复,线下交办,0,2,黑龙江省省长胡昌升,建言,医疗,黑龙江省政府网站,,,,,0,1,,,,,,,0,0,1646531513, 黑龙江省 牡丹江市,,,False,2022-03-05 00:00:00
2,13645337,6036166,1786,2,6.0,116,冰***,成都航空退票扣款情况反映,本人就直接在中风险地区还带黄码，要隔离！民航局投诉是完全没用，去那是叫投诉？我怎么觉得是叫我回去看成都航空的官网公告！,1646468260,113.91.60.*,已办理,已办理,线下交办,0,0,双流区委书记,投诉,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1646659532, 广东省 深圳市,,,False,2022-03-05 00:00:00
3,13643232,6254066,2167,6,1.0,116,明***,集中隔离伙食问题,您好，目前在武汉亚朵酒店隔离，但是觉得隔离伙食很差，不知道是否可以改...,1646460253,113.57.109.*,已办理,已办理,线下交办,0,0,硚口区委书记,求助,治安,客户端,,,,,0,1,0.0,,,,,,0,1,1646717451, 湖北省 武汉市,,,False,2022-03-05 00:00:00
4,13642790,5443937,542,2,7.0,0,W***,物业占用消防通道设置护栏,物业本身的行为是为了缩减保安成本设置隔离带。,1646458330,60.27.88.*,已办理,已一次评价,线上交办,0,0,天津市市长,投诉,城建,微信小程序,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,2,1646536640, 天津市,,,False,2022-03-05 00:00:00
5,13642572,4813559,1289,5,14.0,0,盒***,关于高新区中和片区幼升小多校划片的建议,中和南北跨度过大，东西也有主干道隔离，在多校划片的大趋势下，既不能一刀切，也不能随意切。,1646457275,171.218.119.*,已办理,已办理,线上交办,0,1,成都市委书记施小琳,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1646640226, 四川省 成都市,,,False,2022-03-05 00:00:00
6,13642227,2746673,2126,2,7.0,0,北***,池店南机场连接线噪声污染严重,因车速快，车流量大，货车多，喇叭声多，缺少密集大型乔木用于降噪，小区与道路间无降噪隔离带等原因，对临近小区产生了较严重的交通噪声污染。,1646455641,120.37.160.*,待回复,待回复,未交办,0,0,晋江市委书记,投诉,城建,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1646640226, 福建省 泉州市,,,False,2022-03-05 00:00:00
7,13639859,6252584,1152,1,14.0,0,王***,报名补高考,回家过年正好赶上被隔离，错过了高考报名，听朋友说可以补高考报名，给华龙区招生办打电话，好不容易打通了，说不归他们管，询问这事儿向哪个单...,1646446752,171.212.128.*,已办理,已一次评价,线上交办,0,0,濮阳市市长万正峰,咨询,教育,客户端,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1646563456, 四川省 成都市,,,False,2022-03-05 00:00:00
